Question,Answer
Q: Right.,"A: -- Mrs. -- Mrs. Oyuk's mother is usually there. Please tell her that we are beingtaken to Siberia. And went down with the NKVD people. And about maybe half anhour later, or maybe less, we heard this bang on the door with pistols, or whateverhard things, they kicked the door. And so we -- or, I was awake, because my motherwoke me when Mrs. Oyuk(ph) came, and my brothers were still sleeping. And theycame and said, half an hour, get dressed, and take some of the basic things, and getdown to the truck. Unfortunately, my mother somehow panicked. She didn't knowwhat -- what do you take to Siberia? What do you take what you have, especiallysince, you know, after this September month, lot of our food, what we had preparedwas gone. And then also, at that time, we had an influx of communists from theeastern -- from the western part of Poland, who came to Lvov. There were manyrefugees who came from the western part of Poland. And the communists, whenthe -- when the Russians came in, organized the rooming places, ordering the peoplewho own the apartment to take all to -- not only ordering, sometimes during thenight they opened the door and let some people, and said, these are communists,they are going to Russia, they are waiting for their visas, but they're -- you have to The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.aInterview with Maria Pawulska RasiejMay 8, 2013take care of them. They were the refugees, but most of these people werecommunists who were, as they expressed it, they were waiting to go to paradise,you know, Russian paradise. So, at that time, the -- there was eight men and onewoman, a wife of one of them. And she realized that my mother didn't know -- shewasn't dressed. The soldier for bed -- forbade my mother to close the bathroomdoor, that she could dress and no -- get all together that we could dress. And hestood at the door, open door, and they wouldn't give us any keys to the attic, wherewe had our luggage, that we could use it. They were afraid to leave us without the[indecipherable]. So the woman who was the wife of this communist from Ledz, Ibelieve, she realized -- she took the capes, or covers of a bed, spread out and putsome pillows and some clothing. She opened the shelves of some of the chest --chest of drawers, she took some of the things and threw in, and tied it as a bundle."
"Q: So in other words, your mother was in a state of shock.","A: Yes. But in the sense, how do you know when you suddenly awakened and youare told you have to pack up -- for the children, you know, my brothers were -- onewas 10, and one was seven. So the small children, you have to -- what do you take?"
Q: Yeah.,"A: You think of clothing, or the -- a good thing, as an example was that -- was ourtruck, because we had such little things, so few things this woman put for us, The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.-Interview with Maria Pawulska RasiejMay 8, 2013although there were two big bundles, but -- and we had the small dog, theChihuahua, little Chihuahua with us, we take. The first time that I heard this dog to--moaning, when they came in, this dog, the small, you know, kind. But we were towait for the -- next door was a banker's family; the wife of a banker and her son,who finished -- was just finished high school, about. I-- I don't think we knew eachother very well, we just recognized ourselves at the -- were taken on the same truck.But we waited there two and a half hours, or maybe more. When -- this young manhad a good head on his shoulders. He put vodka in front of these Russian soldiers,on the table, and they started saying, take anything of value; like jewelry, like silver,or things that you can sell in -- in -- in Russia for -- for --"
Q: Food.,"A: -- food, for anything. And they really -- they filled three-fourths of the[indecipherable] with their baggage for two people, and we had four, and we hadjust small things. So, somehow -- and also the sa -- depended on the people, NKVDpeople. There were people -- some people realized that this is a mother with thechildren, and you know, somehow followed orders, or somehow had the humaninstinct dictate a little bit, the dic -- the behavior."
"Q: Well, in what way was the human instinct shown?","A: Well, that this man allowed this young boy to somehow entertain themselves,talking to them."
Q: Okay.,"A: In the meantime, they were advising what she should take, what is possible forher to take."
"Q: For your mother, or for his family?","A: No, no, no, this --"
Q: His family.,A: -- this family. We stayed in the --
Q: The truck.,A: -- on the truck.
Q: Yeah.,"A: So we learned there were different -- different people also, in helping."
Q: So -- so right after you get this telegram that says we'll tell you what our address,"A: Well, I--it was 13"" -- the beginning of April, was the telegram."
Q: The tele -- telegram. And on the 15 --,"A: And actually, from what later we learned --"
Q: Yeah.,"A: -- it was the first -- fourth or fifth day of April that they started taking people outof the camp, Starobilsk, driving them to another place, where they didn't know."
Q: Okay.,A: Where they were killed.
"Q: So do you think that by the time you were deported, your father had already been","A: No, no."
Q: No.,"A: It was when -- he might have been in the first group, you know, in the -- the --there were close to 4,000 prisoners."
Q: Yeah.,"A: So they did not take all at once, so they were series. And I don't know whetherhe was in first series or -- can't -- can't learn about it. But we only knew from thatman that the chauffeur of -- of the truck, he said, don't cry, don't cry, you are goingwhere your father is. You will fe -- see your father. So he -- nobody knew, youknow, only regular people did not know what the intentions of the Stalin and[indecipherable] were.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.45Interview with Maria Pawulska RasiejMay 8, 2013"
"Q: I'd like to follow that thread about your father first, and then we'll come back to","A: We learned, as the news was spread in 1943 --"
Q: Okay.,"A: -- when the Germans, going back from Russia, they -- they went the one -- theyalmost took Moscow, but then they started withdrawing. And when they came nearSmolensk, which is that Belarus now --"
Q: Yeah.,"A: Byelorussia, right? He -- they were told by some local people that there was, atone point in 1940, in the spring of 1940, some shooting and -- but they couldn'treally see it, because this was on the place where the NKVD had the private houses,they had some, you know, from what I understand, near -- and -- and the prisonerswho were in ca -- Katyn, were the prisoners from the [indecipherable] camp myfather was in, which was near -- in the Byelorussia, near Smolensk. And my fatherwas taken to Ukraine, on the southern part. You know, th-they divided the group ofpeople picking up the northern part of -- northeastern part of Poles, and the nor -- nor-- southeastern part of Poles. And -- and they started digging, or they were sayingthat some dog brought a human bone somewhere. And the people -- but people did The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.46Interview with Maria Pawulska RasiejMay 8, 2013not want to say, or somehow kept it in such a way that the Germans started feelingawkward about this -- the whole thing. And they came to a place which was like theto -- you planted trees in a very orderly manner, and new grow -- growth, and theystarted digging. And they opened Katyn. So the news started on the 13 -- can youimagine the coincidence -- 13"" of April of 1943, when Germany was withdrawingfrom Russia, the Germans were talking about finding people and giving the namesbecause they had the papers of these people, and they inquired -- asked for theinternational Red Cross, from the people, where some American prisoners of warwere being taken and shown it. There was a very famous person from Italy, whowas some scientist, who was asked to be the witness as they were recovering thisclose to 4,000 bodies lying in there, but -- and there was a question, when did ithappen? And the Russians res -- in response to that -- we are already out of Russia,so we don't know exactly Russian news, but the Russians are insisting that this isGoebbels"" and Hitler's policy to break up the friendship between Russia andEngland, who are now allies. And they are reading openly on the radio in Krakowand in Warsaw, the names of the people whom they found. And the people fromthe international Red Cross -- actually was the -- more of a French Red Cross,because when Poles wanted international Red Cross, the Russians broke with the The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.47Interview with Maria Pawulska RasiejMay 8, 2013Polish emigre government that was staying in London, as the continuous Polishgovernment, independent Poland."
"Q: Yeah, yeah, mm-hm.","A: So that started writing books and news spread out. But by the time 43 -- musthave been toward -- well, ""40, I was, by then already in Africa, in the camps, but outof Russia, and out of Persia, and in Africa. So it was -- it took another year and ahalf when I saw a small -- not leaflet, a small bic -- bulletin, with the pictures ofthese -- of what happened, and -- but it was only of Katyn -- Katyn, and the namesdid not bel -- not -- we did not get the list yet, it took years after. But from what Iunderstand, this was the only camp that was discovered by the Germans, and thathad the name of Katyn, but then afterwards, in 1990, when Perestroika started,Gorbachev brought the letters showing that there were the camps of Starobilsk,which was in Ukraine, and Ostashkov, which was little bit north of Smolensk,where more of a police -- Polish police, the pre-war Polish police was there, therewere about 6,000 people. He gave that -- that -- the Polish people knew whathappened to these prisoners of war."
Q: So does that mean -- was your father's name amongst those in 1990 that you,"A: At that time, yes, there were books. Already they were printing the -- the first --they started printing from what they knew from the Polish sources who was arrestedby the Germans -- by the Russians. And probably was only one man who started abook, I don't remember exactly what, but it was much later that he published thenames of the people who were --"
Q: Arrested.,"A: -- that are victims of -- of murder, because --"
"Q: ""m--T'm still -- I'm sorry to interrupt, but I'm a little confused. In the mid-",A: Because they did not yet dig up.
"Q: Right. Then, for 50 years you don't know anything.",A: No.
"Q: And in 1990, Gorbachev provides additional information.","A: Well, with the camps, what happened to the people from the camps, like myfather's camp."
Q: Okay.,A: That he was taken to Kharkov.
Q: He was taken to Kharkov.,"A: And the -- they murdered people in Kharkov, NKVD building, and took thebodies to the place, like Plakihatki(ph), which is a small surrounding, supposedlyluxurious woods, and dachas, Russian dachas, and that was what later proved to bea big cemetery also for the Ukrainians from the previous persecutions. And -- but atthat time, we had the list, because they came with the list, also who was in the ca --in those camps."
"Q: Okay. But they came with the lists only after Perestroika, in 1990?",A: I suppose so. That was --
"Q: Okay, so in other words --","A: -- only the German -- the -- we d-- didn't get any documents about other camps.There were suggestions that near -- that some children playing in some small townnear Starobilsk found the Polish uniforms, buttons, you -- officers"" buttons, and --and -- so somehow there was, you know, gossipy kind of things, but sometimes thiswas built on the truth, but somehow you couldn't believe it because it was halfquiet, you could not repeat that very much. If you would repeat that, you wouldprobably find yourself in some gulags."
Q: Yeah.,A: So the Russians were also -- somehow did not touch the subject.
Q: So did you ever conclusively find out specifically where your father met his end?,"A: No, when he was on the list of Starobilsk victims who were taken to Kharkov."
"Q: I see, so that's what the -- he was s -- he was individually mentioned on that list.","A: Right. As a matter of fact, there was a mistake, they put my father's name twice,because once they put him as a retired captain, and my mother -- this writer, whowas putting the names from just the Polish sources, the names who might have beenin these camps, he lived in London. My mother lived in lon-- London at the time,in -- at the Gorbachev, you know, the 1990. So, my mother wrote to him that thereis a mistake, my -- my father was in active duties. But the -- when they crossed --they did not cross his name, so he is twice --"
Q: I see.,"A: -- in there; once in reservist, and once -- in the retired, and once in the activeduty."
Q: Okay.,"A: The same person, with the same father and the same mother."
Q: All right. I want to be able to understand this because it's still a little confusing.,"A: The book was published by [indecipherable] the author was Mischinsky(ph).He lived -- he wa -- I think he was an army person too, and he was connected withthe Polish government in exile, in London."
"Q: Okay, but my question is: did you get this document from Gorbachev?",A: No.
"Q: That is, was that sent to the family members?","A: No, this was -- this was like a public knowledge."
Q: So you -- you were able to see it from someplace and then -- and then later you,"A: No, not really see it."
Q: You never saw it?,"A: No, he -- I had the book written by this man before Gorbachev. Mr.Mischinsky(ph) was making his assumption, or he had some inkling who was in thecamps, from letters, from some --"
Q: I see.,"A: --on--- probably connecting with the widows, or -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.2Interview with Maria Pawulska Rasiej degMay 8, 2013"
Q: Okay.,"A: -- women, or relatives, and they had the army, probably, in-intelligence. Armyintelligence knew who were most of these people."
Q: So did you already have -- did you already have an educated guess of where --,A: Only confirmed --
Q: I see. Okay.,"A: -- that -- that he was in -- that the people who died in Kharkov were the peoplefrom Starobilsk. And the people who died -- were in Ostashkovy, died inMierdnoya(ph)."
Q: I see.,A: So it's another place. So there were three main camps that Gorbachev -- besidethe first camp that the Germans discovered.
Q: Wow.,"A: Because Gorbachev then -- and started with the denouncing of Stalin. At first itwas only the -- that Stalin did it, but then afterwards it was kind of --"
Q: Yeah.,A: -- government sponsored murder.
"Q: Let's go back to you're taken -- you're on the trucks, you're -- you have a","A: Well, we're taken to the station at Lvov, but not the regular train, but the -- howyou call -- trade --"
"Q: Mm-hm, freight train.","A: Right. Where they have cattle trains, or -- or standing there long, I would sayseveral trucks with empty car. But already by that time when we came, because thiswoman with the -- took longer, so it is now probably around 10 o'clock or 11. As amatter of fact, this was -- must have been around that time, because we had a nunwho was thrown out by the so -- Soviets, threw out the nuns from the nunneries, andmonks from the -- and they were homeless and without any way to live, and she had-- she was a teacher of French, and my mother gave her a job of coming andteaching -- teach us French -- me, I don't know whether my brothers participated.Maybe just halfway. And she came, and I remember seeing her face. She was anelderly woman, seeing us on the truck, and surrounded by the NKVD soldiers, andshe is just to enter our -- our apartment -- apartment house, to go up --"
Q: To teach you.,"A: -- to teach us. And early -- wordless, without a word, watching with a terriblefeeling in her face, pained. So I remember that too, so it must have been about 10o'clock or 11 when she was coming for lesson, and then we had her eat lunch. Andso, you know, su-supporting all these nuns who were thrown out of the places --"
Q: Yeah.,"A: -- of living, of monasteries."
"Q: So, by the time --",A: And they take ma -- the train --
Q: Yeah.,"A: -- train station. Chao-Chaotic situation. Thousands and thousands of peoplecrying, shrieking, calling names, getting lost because at the time it was -- if Iremember correctly, it was fairly rainy April couple of days. So the trucks were inbetween the mud, it was mounted. And then they -- the soldiers, not necessarilyNKVD, regular soldiers, probably the army soldiers, were pushing people into thecars. And it was little bit higher then, you know, not --"
Q: Right.,"A: -- you -- you didn't have steps, th-they were pushing, and people weredisoriented. I remember seeing my aunt and her son in one place, but we just -- Idon't know whether we waved, but my mother said we -- that she waved to us. She The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.55Interview with Maria Pawulska RasiejMay 8, 2013was taken to another train, or another cart. But anyway, wi -- it was so ca -- difficultto express, like a tragic situation when you can imagine thousands of people beingthrown out of their houses, whether with some luggage, or not luggage, but takenand thrown into this, without knowing what happened, why that happened, andwhere they are going. Because we were not given, really, an address or anything.And we stayed -- the -- the truck had bank -- benches on two ends, three levels. In themiddle was a hole that you could use as a bathroom. Hole in the wa -- in the floor,and the -- since it was still fairly cold, there was an -- a small iron -- how you wouldsay --"
Q: Stove?,A: Stove.
Q: Okay.,"A: To hold for the heating up, except that we didn't have -- you had to heat it bywood, but we didn't have enough of wood, and they didn't bring us wood, but that --that's beside the point, but we were all crowded. Some people brought with them alittle bit of food, so the first -- the first day, all -- that was Friday the 13"". Saturdaymorning we -- the train started, one after another, you could see the lines. And eachone had about 20 tru -- 20 --"
Q: Wagons.,"A: -- wagons going. And then the people started praying, and they started singingreligious songs. And crying, you know, kind of -- you know, you could expect thepeople of -- in despair. So that started our three weeks of travel."
Q: What was with you and your mother and your brothers? Were you -- did you get,"A: We got the bunk. I was on the upper bunk, and below was the -- I don'tremember wa -- Richard, that son of this woman, the banker's son, where he wasin, because I was on the upper, and was my mother, my brother slept on the third, Ithink. I--I really do not -- it's a blank. But very often I spend the time withRichard, looking through the grated window, small window in the -- in the wagon,and, you know, talking and describing. We were -- he was, you know, a young boy,I was 12 years old, but I somehow was interested in many things. We kept a kind ofa friendship on -- during that ride."
Q: Did you describe -- do you remember what it is you saw through those slats?,"A: Yeah, the -- what we saw were -- actually, from what I understand, they -- theRussians widened the tracks because Poland had the tracks like western Europe --"
Q: Right.,A: And Russians had the wide tracks.
Q: Right.,"A: So once they changed the tracks, we were going through some big cities. Iremember Kiev. I remember some -- some other -- if I look at the map, Fufond(ph),and we coming to the Ural mountains and then Magnitogorsk, which is a center ofRussian industry, steel industry, and -- and then the Omsk and Tomsk. But this wasactually si -- at once, they wouldn't let us -- when we were still on the Polishterritory, they wouldn't let us out of that --"
Q: Wagon.,"A: -- wagon. And it's only after some days maybe, when we reached Ukrainian side,they would let us go and relieve ourselves sometimes, but if we were passing aplace that there were like bushes around, or -- or trees, or [indecipherable]. Butotherwise they were, you know, hurry, hurry, hurry, and they would bring -- usuallytoward the end of the day, they would bring us in the pails, some kind of soupwhich was watery mixed vegetables, and very hard, Russian bread, you know, like"
Q: Yeah.,"A: -- you don't want to be hit by it. It's a kind of -- but still, when you hungry --sometimes you could get it, and sometimes they didn't get it, and so we were giventhat, and not every day. So the people who had some food, brought -- like this ladymight -- might have been advised by these people to take some -- some food to take The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.58Interview with Maria Pawulska RasiejMay 8, 2013on the train. So some people were lucky, or had been clear-minded, that they had -- Iremember my mother said that she left the cooking of the tripes from the previousday, because it's a two days"" meal that you have to prepare, and I didn't like it, as achild. Oh, good thing my mother didn't take it, because I wouldn't eat it. But thatwas at the beginning. And then afterwards, one woman had the can of tripes, andshe opened it, and she gave it to the children, one spoon each. And it was so good.Until I reached -- really, I reached America, when some of the Polish people havingtheir parties, and they had the tripes and I could finally feel -- and we had also onewoman who was quite elderly. She must have been in her 90s. She was alone, butshe had a nurse taking care of her at -- at home. She was a daughter of some manwho lived in our apartment house, above -- across from us, who was arrested by --because I -- during these months, there were constant arrests, people taken toprisons, all that. As a matter of fact, on the - December eight, which is my birthday,we visited my uncle, who was retired general, and my aunt was crying. Why?Because day before they arrested him and took him to prison. And as a matter offact, he was also one of the victims, but of another -- in Vicovnya(ph), whichrecently was opened up on the Russian, near Kiev, that it was the prisoners, whowere not prisoners of war, but prisoners who were taken to full prisons. When the --Germany attacked Russia, Russians were in panic, and were taking all trains and The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.59Interview with Maria Pawulska RasiejMay 8, 2013all the families, because they had moved the families back to Poland. And so theydidn't have enough room to take prisoners to Russia, and they would shoot theprisoners and throw them through the windows of the -- of the prison, and fromwhat I know from eyewitnesses, that they were one level, or two levels high, deadbodies, the Russians killed some of the things. And I know that was -- Brigitki wasthe name of the prison. And my uncle was in Brigitki, but I-- of course, we didn'tknow these things, because by then when -- when Germany attacked Russia, wewere already in Russia, in Kazakhstan, so we were too far, so we didn't knowwhat was happening. But anyway --"
Q: There was an old woman on the train who had a nurse --,"A: And her son was arrested, and many, many more people who were owners ofland, who were rich shop owners, who were intelligence, or who were --"
"Q: Intelligentsia, you mean.","A: Intelligentsia was, of course, who -- the enemies of the Soviet society."
Q: Were there any Jewish people on the trains?,"A: Yes, there were Jewish people too, it's -- because Polish society, in a sense, wasvery much [indecipherable] about 10 percent of pole -- Poles -- Poland were thePolish Jews. In the eastern part of Poland, they were most in small shtetls. Theywere mostly Orthodox Hasidic Jews who did not assimilate. But they were mostly The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.60Interview with Maria Pawulska RasiejMay 8, 2013in Lvov, in the cities. Many people had great many friends, which wasn't --depended, of course, on the individuals, but they were also the enemies of thesocieties, some lawyers, some doctors were taken into the camp. I didn't -- thiswoman, the banker's wife was Jewish and Richard was Jewish. But that wassomehow an -- just occurred to me later on that they must have been Jewish becauseof -- for some reason, I don't know what made me think about it, that -- that I --somebody said that the father was Jewish, so I thought that the family was Jewish.But they were on the same -- in the same truck, and there were some of them taken,although there was also a lot of these people like this, who were located in ourapartment, who were waiting to go to Russia."
Q: I see.,"A: Some free on the -- you know, getting to -- to the paradise --"
Q: Yeah.,"A: -- of-- of, you know humanity paradise, or whatever they call it. So some of theJews, in great numbers, escaped to Russia and stayed throughout the war. Some ofthem returned to Poland after the war. But they were saying about hundreds of --hundreds of thousands of people who landed in Russia, but some of them landed aswe did land --"
Q: That's -- they were deported.,A: --as Polish citizens.
Q: Yes.,A: As the Polish citizens.
"Q: I want to go back to when you were talking about hunger on the train, and a",A: Yes.
Q: -- and we didn't finish about --,"A: Oh yes, I'm sorry, yes."
Q: That's okay.,"A: And what I remember, she was already s-senile, and she kept on crying, water,water, water. She wanted a drink, and we didn't have too much of that luxury. Andwith her the situation was different because this woman was not her relative. Butwhen the NKVD came to take her, they wouldn't take her as a nurse. She said, I amher cousin. Then they took her on -- that she swore that she is her cousin, to takecare of this woman. So she went willingly --"
Q: Wow.,A: -- to take care of this woman.
Q: Wow.,"A: And she survived this three weeks of train. Three weeks of -- there were -- wewere aware, but not in our wagon, people who died. So the Russians threw them outwhile the trains were going. There were children who were born, and died, and --but not in our wagon."
Q: Wagon.,"A: And then we arrived on the first of May at Zhangiztobe. We went through theUral mountains, Omsk and Tomsk, and then Novosibirsk, if you know a map,from Novosibirsk, which in my eyes was beautifully lighted and was considered ashowplace of -- the Soviets were showing off, and we were not allowed, of course,to walk on the station. And stayed there for several hours, and then we went downto Semipalatinsk, which is entering the Kazakhstan."
Q: Okay.,"A: And we came to Zhangiztobe, which is about 200 or maybe more miles afterSemipalatinsk, but this is same part, Tinskaya(ph) Oblast(ph). And fro -- we camethere, and as the lorries from the previous transport, previous train came, and peoplewere removed on the trucks, taken into the distance, and were on the trucks. Butwhen it came to our transport, they did not have any trucks left. So they waited forthe Cossacks with the -- with the carts, to be driven by oxen, and take us into thedistance. And we were on these trucks for -- I --I think around 10 days, or eight days The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.63Interview with Maria Pawulska RasiejMay 8, 2013and eight nights. And as a matter of fact, this old lady, fell -- the -- that -- the cart --when -- one of the carts, when we were traveling, went through the river, there wereno bridges, but the cart wheels broke on the river -- within the river, and she fell intothe river, with her things. People saved her, put her back on truck. She came later onto -- to the place where they dropped us, and lived for another weeks, and died there.Not knowing -- she was asking her nurse, did you -- did you correspond with thehotel where we are going to stay? Because she didn't know. She knew she wasgoing somewhere. And did you know what is it, the name of the place where we aregoing? Because she -- she -- before the war, she traveled a lot, she was very --probably a fairly rich family, so she was thinking she is going for a ride. So imaginethis woman, who took care of her, went with her. And when the woman died, sheput in a small -- a small cemetery, what they made at the time, in the Cossacks --mostly Cossack collective farms."
Q: Yeah.,A: But that's the kolkhoz.
Q: Yeah.,A: Russian collective farms are sovkhoz.
Q: Yeah.,"A: But collective farms kolkhoz belongs to the people who are -- these were mostlyKazaks, Kazakhstan, and few elderly Russian families. And this woman, ayounger woman, and -- when the -- like through the [indecipherable] so long ago Ican't -- I wouldn't recognize her, of course. She escaped from there, she almost gotback to Poland, and she was caught, and she was bought bra -- back. She wasinnocent, helping this woman, old woman. She escaped because she had actually --"
"Q: She had done her job, yeah.","A: -- somehow sh -- I -- you know, she -- she should have been too, she didn't -- shedidn't do anything against the Russians, or e -- but she wasn't --"
"Q: Well, nobody did.",A: Nobody did.
Q: Yeah.,"A: But you know, but being intelligentsia, or being the family of army -- of army --of -- or family of -- of police, or intelligent, or in the jury -- so you had --"
"Q: In the court system, yeah.","A: Right, the system was completely, you know, you belong to somebody, to who --just --"
Q: Yeah.,"A: And she was a nurse, and not elderly, I would say she must have been in her late30s or 40s. And she escape by foot. Somehow she got -- she paid somebody truck --somebody on the -- on the people -- Cossacks who took her to the station. We wereabout 200 miles from this Zhangiztobe station from which they drove us."
"Q: Okay. So what happened then? Where did you land, what did you have to do?","A: No. No, there was no explanation. You don't have the -- you -- you deal with the -- with the unseen situation who accuses you of what, you don't know. We didn't feel guilty about anything. End of File One The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview. The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.66 Interview with Maria Pawulska Rasiej May 8, 2013 Beginning File Two"
"Q: Okay. So what happened then? Where did you land, what did you have to do?","A: -- they dropped us into the public place, like a cover -- not covadai -- like ameeting place of that kolkhoz, a-and we had na -- some people had the blankets,and they separated each other, we had the floor to sleep on, and there were no beds,nothing. And for privacy, among about, I don't know, 25 or 30 families were leftthere. Some other people were taken into another kolkhoz. So we sa --"
Q: So you were on this collective farm.,A: Collect -- some of kolkhoz --
Q: Yeah.,"A: --right. Second day, the minister -- not the minister, president of kolkhoz, theCossacks comes, you have to go to work, my mother. Didn't say anything to me ormy brothers, but you stay home, and your mother has to go to work. And they tookwomen, whatever age they were, adult women, to work. It was making bricks bymixing the soil with -- with some drippings from the cows, because this was akolkhoz that was taking care of the cows. And the milk and butter was being sent tothe -- to the government, or to the whatever it was, but they had their portion to th --to give to the government. And if it was left anything, after the harvest, so a year ofwork, after the harvest you would get something if the harvest was --"
Q: Good.,"A: -- good. But we were free labor. I mean, we were slaves who came. We couldn'tget anything and we didn't have any savings of food or anything by this three weeksof not -- traveling on that train. So most of the things at -- at first there was a rationand some Cossacki(ph) people who liked to trade in. For example, you could goand sell a blouse, or like my mother sold my nighty. I had pink nighty, and a whitewith some pink flowers. And for that we got a hen that was sitting on the eggs, 10eggs, which was the best bargain we had because the eggs broke and we had smallchicken. And so later on, my mother would take one of the chicken when it grew, toask some Russian to kill that --"
Q: And then you'd have some food.,"A: -- and we had some food. But otherwise, there was no shops to buy any food.They -- not even for the communists who were there, they probably had something --"
Q: So where did you keep the chicken?,"A: Well, outside is where the -- we were, at first, living on the -- in the small -- theyput us with the older Russian family, where she had -- she had one room, and wehad another room. There was an entrance, and on the other side of entrance was onecow, her old cow that wasn't giving milk any more because it was old cow, and theyard. We lived in --"
"Q: Oh, so you were moved from the central place where you slept on the floor -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.",A: Right.
Q: -- into this one room.,"A: Well, this is like a village."
"Q: Yeah, got it.",A: So in the village we were spread out among local people.
Q: Okay.,"A: Mostly the Russian. The Cossacks kept to themselves, and they spoke -- wedidn't speak Cossacks, and -- and --"
Q: Right.,A: They spoke the Mongolian.
Q: Did your mother speak Russian?,"A: No. Not enough. That -- that was one of the difficulties. Some people who hadspoken Russian, and were enough, so somehow either met some Russian who saidyou could come here, maybe be a teacher or something, but it -- this was too small avillage for a very differentiated society."
Q: Sure.,"A: So some people somehow, I don't know how, met some Russian who would saywell, why don't you give like in case of our friends, with whom he still lives in The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.69Interview with Maria Pawulska RasiejMay 8, 2013Warsaw, | visit him. He was any -- anyway, he -- he was told to the woman, whospoke beautiful Russian because she was born in Saint Petersburg before the war."
Q: Okay.,"A: And she was from quite a semi-aristocratic family, her language was beautiful.But then somehow this -- by people who were passing the -- the place, or somehow,he said, give your son, he will be helping me with my farm. Because they -- somepeople had the smaller --"
Q: Right.,"A: -- or bigger farm. Small farms, which were also part of this, but a little bitoutside. And so -- and she herself was given a post in the county seat where she wasworking because she knew Russian. And think that were -- saved him, and saved --so for few months, or I don't know how long, they were in that co -- in that villagewith us. But several people slowly were moving. They either let them go, orsomebody --"
"Q: So, with your mother, she was making the bricks -- you know, she was having to",A: Right.
"Q: And you were alone with your brothers back at the house, back at the little","A: Back bu -- in the room, in the outside. It's like in the village, open --"
Q: Did you do anything? Did you -- did they send you to school? What happened?,"A: Well, it's -- when I was -- by then I was 13 and a half."
"Q: Well, it sounds to me if you were doing -- if you were born in 1926, and you're","A: Forty, so I was t --"
Q: -- you must have been 13.,A: -- only 13.
"Q: Yeah, 13.",A: And I became th-th --
Q: Fourteen?,A:-- 13 and coming to 14 still.
