Question,Answer
Q: That's huge for a nine year old to have the knowledge that there -- that your,"A: Well, you know, it was a -- at that time in Vienna, there was a lot of talk aboutgetting a visa, getting an affidavit. We knew no one in the United States at all. Itwas part of family conversation. We wound up getting, I think, the affidavit from acomparative stranger, yes. Actually somebody -- a Christian who worked for SearsRoebuck. A distant relative of my mother's couldn't do an affidavit because he --he wasn't well positioned enough, he wasn't making enough money. He went to hisboss at Sears Roebuck and said that, you know, these people will not be a burden,the man is a doctor, he""! come to United States, he'll practice medicine here, but The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.37Interview with Erika TamarDecember 18, 2015he needs this affidavit. And this absolute Christian stranger, who had some positionat Sears Roebuck gave us the affidavit."
"Q: As a-- from the relative, from your mother's relative. In other words, he himself","A: His -- his boss, or --"
"Q: Oh, I see.",A: -- somebody who -- who worked --
Q: I see.,"A: -- who he worked for. I don't know who -- the man's name, I have no idea. I wishI knew."
Q: So it was the basis of that that you -- the Krauses(ph) could accept you and take,A: I-- from my parents.
"Q: Oh, for your parents, excuse me.",A: My parents had to have the affidavit to come over.
Q: Okay.,"A: Now, I don't know that the Krauses(ph) needed it -- an affidavit. What theKrauses(ph) did, and again, I know this from Steve Pressman's(ph) book --"
Q: Okay.,A: -- and not personal knowledge at all.
Q: Okay.,"A: They had visas that would go in -- to waste in [indecipherable] they were able tocollect 50 visas for the 50 children. If I remember correctly, Mr. Kraus(ph), wherethe children were concerned, made himself legally and financially responsible."
"Q: I see, okay, okay.",A: So that was --
Q: That was one set --,A: You know.
Q: -- and the oth --,"A: For my parents, they needed affidavit."
Q: Okay.,A: Which they got from a stranger.
"Q: So, do you remember more about -- let's go back to the transport over. You leave","A: At the time I didn't know -- I didn't find out until the conference in 2002, whereI got a lot of information. We stopped in Berlin. I did remember that we stayedsomewhere. I didn't know it was Berlin at the time, and it was my first taste ofwhat it was like to be institutionalized, where we stood on line for a towel, and we The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.39Interview with Erika TamarDecember 18, 2015stood on -- you know. Not that we were mistreated, it was just for the first time inmy life, it was like this institutional thing, and that stayed with me. I didn't know itwas Berlin."
"Q: Okay. And from then on -- from there, another train?",A: I don't remember.
Q: Okay.,"A: I--I--I know the traveling was by train. I know there was an overnight stop at --in Berlin. If there was more than one overnight stop, I don't know. I sort of doubtit, I think maybe it was just one."
Q: Okay.,A: But my next memory is being on the ship.
Q: Okay. Do you now know the name of the ship?,"A: Yes, well I found out."
Q: Yeah.,"A: I didn't know at the time, the President Harding."
"Q: Okay. Do you have any memories, any vision in your mind of what the ship","A: Ido remember that it was very large. I remember the -- the tone of when mealswere served, which I -- I --I have no -- you know, I -- I'm tone deaf, but there's like The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.40Interview with Erika TamarDecember 18, 2015three notes for meals being served. And I heard that much later on radio aboutsomething else, and I immediately perked up --"
Q: Perked up.,A: -- and got the familiarity. I do remember being onboard ship.
Q: Okay.,A: [had an adventure onboard ship.
Q: Tell me.,"A: There was a young woman, I think quite young, from Chicago, an American,traveling from Germany with her birds. She went by ship because she ha -- she wasbringing birds home. She was an American, but she had lived in Germany for awhile. One day on deck I was swamped by a wave, and my leggings, or whatever Iwore, were soaked, and I was just standing there by myself helplessly, and I didn'tknow what to do. And this young woman saw me, and took me to her stateroom,and got me out of my wet leggings and gave me something dry to wear. And Iremember a stateroom full of colorful birds. Now, this is a four year old's memory.It's perfectly possible that there were three birds. I just remember all these birds, ma--Ihave no idea. And I believe she spoke German, so -- because she had lived inGermany, so we communicated easily. And now here's the mystery. I slept in herstateroom, and I don't know how that came to be, whether she talked to the people The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.41Interview with Erika TamarDecember 18, 2015who were supervising me, or if she just had me there. I know I spent time there, andI do know I slept there at least once, and that it wasn't my imagination because shesent a letter to my mother, she got my mother's address. She put me to sleep, andshe says, sweet dreams, and I said, I'm going to dream about my mother. And shewrote that to my mother. So that clarifies that I really did sleep in her stateroom."
Q: Yeah.,"A: I don't know how much time I spent there. I know I was very, very fond of her,and fascinated by these wonderful, colorful birds. And that's a major shipboard --"
Q: Sure.,A:--memory for me.
"Q: Yeah, yeah.",A: I-I-
Q: It's very exotic for a child.,"A: Well, and also she was young, and she spoke German and she was very warmand generous, you know, she appreciated that I was a little girl traveling alone.Otherwise I -- you know, I spent a lot of time hanging onto my brother at all times."
Q: Yeah.,"A: But for sleeping arrangements, girls were separate from boys. I don't rememberwho I shared a stateroom with, I have no memory of that at all.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.42Interview with Erika TamarDecember 18, 2015"
Q: Do you remember --,A: Ido remember these older girls were nice to me.
Q: Do you ha -- do you remember what the staterooms looked like?,A: No.
Q: Okay.,A: Just the one with the birds.
"Q: The birds. Just the one with the birds. And the ship itself, was it -- well it -- for a","A: It was large, but I don't have any real geographic memory of it."
Q: Do you remember being rocked? Were you seasick at all?,"A: I was not seasick, no. That I-- I am sure I was not. I've -- you know, I was fine. Ido remember, I think when we were getting close to New York harbor, we were allon deck, to be taught the worl -- words to the ""Star Spangled Banner."" And by thattime I knew a little bit English. But I do remember being mystified, oh say, can yousee -- I thought that was gibberish. It made no logical sense. I don't have a lot ofshipboard memories really, except that I-- I was -- yeah, I hung onto my brother andalso there was -- there was the lovely lady with the birds."
Q: What about the Statue of Liberty? Do you remember seeing that?,"A: [ve seen photographs of all the children looking at the Statue of Liberty, I don'tremember seeing it."
Q: Okay. Do you have a memory of arriving in the United States?,"A: The immediate arrival, no, no."
Q: Okay. What would be your next memory?,"A: The camp. The -- in -- there was a summer camp outside of Philadelphia wherewe were kept. And from there we were supposed to go to foster care. What I doremember, both onboard ship, and also in the summer camp, there was a realdifference, there were the kids who were going to relatives, and the kids who had noone, and who were going to foster care. And the kids who were going to relativeswere the lucky ones."
Q: Yes.,"A: All right now, here's a memory which may not be true."
Q: Okay.,"A: Ido remember people coming to look us over, who were potential foster parents.I do -- that is true, but I do also remember that they looked at us through a wirefence. Whether -- that seems strange, but that's my memory of it, and --"
Q: Okay.,"A: -- when -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.44Interview with Erika TamarDecember 18, 2015"
Q: So you're not a hundred percent sure of that wire fence part?,"A: I'm not, I -- this is what I remember, but as a grownup, I think, wouldn't that bestrange, to have children on one side of a wire fence, and the people --"
Q: Right.,"A: -- looking them over on the other side? I don't -- but I remember this wire fence,but it could be that I imagined it, I don't know. I think I did get that awful sense ofbeing looked over, so maybe I translated into being like an animal in a zoo, with thewire fence. Whether there was a wire fence or not, I can't tell you."
Q: Got it.,"A: I do know that I was very, very angry at being looked over. I felt it veryextremely, and because of that I wouldn't talk, and I wouldn't smile, and you know,I was -- my brother recognized the importance of finding foster family, so he was allcharm and smiles and showing his intelligence, you know. So everyone wanted mybrother, and who wanted this angry little girl?"
Q: Yeah.,"A: The camp was not winterized, they had to get rid of all of these kids --I1--I don'tmean get rid in a bad way --"
Q: They had to -- yeah.,"A: -- but they needed a place for these kids to go. And they couldn't publicize usthat much, because the idea of 50 Jewish children being brought to the Stateswasn't that popular. So they had to do things a little quietly. So on one hand theyneeded foster care for us, but it was difficult for them. And when people keptwanting my brother, they thought it might be harder to place two children, and theywere going to separate us. And that is when my brother came into his full nine yearold powers, and absolutely refused, and you know, then when someone wanted totake him, like if I don't go with my sister, I'm going to make your life miserable.You won't want me in your house. You know, so -- and he also adamantly spoke towhoever, that he -- my parents were promised that we will be together, that --whether that -- they were or not, I don't know, but also that he was going to be withhis sister, he was going to take care of me, we were not to be separated. And really,I do remember him making a scene with someone who wanted him, but wasn'tgoing to take me."
Q: Amazing.,"A: And you know, when he got through, they didn't want him any more. If I hadbeen separated, I would have been emotionally devastated. It would -- I'd have beentraumatized beyond belief. Because we weren't separated, I -- my brother carried theburden, and I didn't, because I had my brother.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.46Interview with Erika TamarDecember 18, 2015"
Q: Yeah. So who eventually agreed to take both of you?,"A: We went to a foster family in Texas, in Houston."
"Q: Well, that is a long distance from Pennsylvania.",A: Yeah.
Q: And they -- was it sight unseen?,"A: No. No, they came. They were among the people who looked us over."
"Q: Uh-huh, okay.","A: But in spite of my, you know, recalcitrant ways, they took both of us."
Q: Okay.,"A: When my mother got word that we went to Texas, she was beside herself. Shethought oh -- you know, she -- maybe New York, Philadelphia, but Texas? Youknow --"
Q: Yeah.,"A: -- cowboys and Indians, the Wild West, where are my children? I'm going onand on, I want to leave you --"
"Q: Oh please, no, no, no. You're --","A: --no, I want to leave room for you to ask the questions that you need."
Q: Li--- you're anticipating so many of my questions --,"A: Oh, I'm sorry.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.47Interview with Erika TamarDecember 18, 2015"
Q: -- that I'm just -- that's great.,"A: It's just, one thing I say sort of triggers another memory."
"Q: That's fine, that's fine.","A: But, you know, go ahead --"
"Q: So now, my next question is, aside from hearing the stories that your brother",A: Be carsick.
"Q: -- be carsick, do you have any other memories of the -- of the journey?",A: No.
Q: Okay.,A: No.
Q: Tell me about --,"A: I do remember being on a bus, or --"
Q: Okay.,"A: -- you know, like a long journey, but vaguely, and no, I don't really."
Q: Okay. Tell me about your foster family. Who were they?,A: Okay. They were not very nice people.
Q: Oh.,"A: They were very -- well, they're dead now, so I can -- I guess I can say that. Theywere very insensitive. They -- I don't think they especially liked children. Theycertainly knew nothing about children. They were, you know, rather cold people.And I think they took us -- and there were things that make me believe that -- toshow their community and their neighborhood how idealistic and charitable theywere. But it had nothing to do with flesh and blood real-life children."
Q: Did they have no children of their own?,A: No.
Q: Okay.,A: And --
Q: How did they come into contact with the Krauses(ph)?,"A: I think they had a connection in Philadelphia with -- Brith Shalom was thebrotherhood that the Krauses(ph) were part of, and that ran the camp, and I thinkthey had, at one time had a connection with that, because I think they wereoriginally from Philadelphia before they moved to Texas. So they would havegotten the newsletter, or you know, what have you. I -- I don't know beyond that,but I think there was that connection."
"Q: Okay, what -- what happened, or what was their behavior like that --","A: Okay.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.49Interview with Erika TamarDecember 18, 2015"
"Q: -- you know, that has this im -- you know --","A: You have to understand that I came from a very warm, easygoing family wherewe had to have good manners, but you know, it was -- it was like just really a warm,laissez-faire kind of family. Their theory of children was children should be seenbut not heard."
Q: Okay.,"A: Don't speak unless you're spoken to. That was totally foreign to us. Because Iwas learning a new language and because I was fairly bright, I also asked her a lotof questions. And she turned to me and said, stop asking questions or I'll wash yourmouth out with soap."
Q: Wow.,"A: So, you know. She -- I don't believe she ever really washed my mouth out withsoap. I do remember the taste of soap in my mouth, but I think what that was aboutwas I thought that was so bizarre --"
Q: That you went to taste it.,"A: -- that I took some soap and, you know, put it in my mouth and see how do youwash a mouth out with soap? I'm -- you know, it was just soap [indecipherable].They were so -- they disparaged my father -- because my brother was alwaysprotecting me, and -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.50Interview with Erika TamarDecember 18, 2015"
Q: Okay.,"A: -- then they wanted to dose me with some kind of medication, my brother wouldsay, well, my father's a doctor and he never gave that to Erika. So they'd say, well,I don't know what kind of doctor your father was. You know, that kind of thing.One night they served breaded veal cutlet and my brother and I both suddenlycheered, wiener schnitzel. You know how kids are, something familiar."
Q: Sure.,"A: And they s -- oh, you think everything good is Vienna, you know, and theyranted about that. Which is ridiculous, they wa -- it was not a political statement --"
Q: It was something familiar.,"A: --it was something familiar. Sweet potatoes, which I happen to like now, was --the taste was totally unfamiliar, and I refused to eat them. And she was going tomake me sit at the table until I ate them. This is so different from the way myfamily handled things, you know, we -- maybe we were a little spoiled and a littlelaissez-faire. So she was going to make me sit there until I ate them. And when shewasn't looking, my brother tried to eat them for me, and he got caught --"
"Q: Oh, oh.","A: -- and he was hit. We were invited to dinner, friends of theirs, the children,Henry and I were invited, and it was do not speak un-unless you're spoken to. But The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.Interview with Erika Tamar *tDecember 18, 2015we were brought up not to, you know, draw attention to us, but to speak to adults,and not to sit like quiet lumps. So we were quiet for a long, long time, but then icecream was served. And my brother was being sociable, in nine year old terms, andhe said oh, this is as cold as the North Pole, you know, on a hot night. And whenwe left, he was hit. And I couldn't -- and I saw this, and I couldn't help him. Atsome point, they said something to my brother about putting us in an orphanage.Now, I don't know if they meant it or not, or if they were -- if that was a way ofgetting him in line, if you don't do this, we'll do that. But my brother took it veryseriously. His aim in Texas was to keep both of us out of an orphanage. And hewent to school where he had a teacher that liked him very much, and that particularday, he was obviously upset. Now, this is not my memory, this is my brother'smemory, and also told to my parents. She recognized that he was obviously upset,and sh-she said Henry, what's the matter? And he said, I think my foster parentsare going to send me and my sister to an orphanage, you know, I-I -- I don't thinkwe can stay there. And the teacher, who had never seen me at all, said, Henry,don't worry about it, ""ll take you. And Henry said, I have a sister. And she said,don't worry about it, I'll take you both. The next time Henry was threatened withsomething, he said, well, my teacher will take us both. At which point they blewsky high because their whole thing was how charitable and idealistic and kindly The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.52Interview with Erika TamarDecember 18, 2015they were, and the idea of this teacher even thinking of ta -- you know, so again, youknow, there's punishment."
Q: This sounds horrendous.,"A: I--I can't -- you know, I may be telling you the worst parts. They fed us, theygave us, you know --"
Q: Yeah.,"A: --a place to sleep. I don't think they were awful all the time. But being a child, Iremember the awful parts. But on the plus side, my brother had the teacher, I had aneighbor down the street. You -- if you need -- if you're a kid, you need adultnurturing, and I found my adults."
Q: Okay.,"A: I called everyone uncle and aunt, so he was Uncle Irving, and his wife was AuntReba. He was an artist who was home all the time, and he liked me and he livedjust down the street, so I could go by myself. And he decided he wanted to do aportrait of me. And -- but it wasn't about painting me, it was about making littlejokes with me, and telling me little stories. And in their house, I felt very, verymuch at home."
Q: Okay.,"A: So whenever I could, I was there. You know, I found my adults, Henry foundthe teacher. So you find sort of what you need. There was also a dog next door, whowas in the backyard most of the time, a big collie named Rex. I remember Rex.Loved that dog, and would spend as much time, you know, with my au -- Henrytook pictures, which I gave to Fred Wasson(ph), and I don't --"
Q: Okay.,"A: -- have them here -- pictures of me with my arms around this, you know, collie.And I do know that when I left Texas, the greatest wrenching part, you know, wasleaving the dog. I-- I really didn't care about, you know, saying goodbye to anyoneelse. Ge -- may I go on with my horrendous foster parents, or am I going on to --"
"Q: Yes, please, please -- no, no, no, no, please go ahead, go right ahead.","A: -- the lovely lady fr -- fr -- with the birds from the ship apparently got our addressin Texas. She was caring enough to write to me in Texas. When my parents cameto the United States, this foster mother took it upon herself to write to this youngwoman and say our parents had just arrived in New York, and they're going to bevery needy, and ki -- what can she do to help them?"
Q: Oh my goodness.,A: So of course we never heard from her again.
Q: Oh.,"A: Yeah, who does that?"
Q: Yeah.,"A: I mean, my parents weren't asking --"
Q: Right. Is --,"A: -- for anything from anybody, and how did she take it upon herself, just becauseshe had this lady's address, because this woman wrote to me."
Q: Yeah.,"A: So, you know. A -- another little fact about my Uncle Irving, who I--"
Q: Okay.,"A: -- adored, and you know, spent so much time in his house. When I was 16 hecame to New York --"
Q: No kidding?,"A: --and he looked me up, and I was very excited about seeing Uncle Irving, andhe came. I was this tall 16 year old. He came to maybe this high. A sweet, shy man.We had nothing to say to -- I mean --"
Q: Yeah.,"A: -- disaster, nothing to say to each other. He was a sweet, shy man who waswonderful with children."
Q: Yeah. And he -- he was there for you when you needed him.,A: Yeah. Da --h-he was wonderful.
Q: Yeah. Do you want to mention the names of those foster parents?,"A: Should I? I--I mean, I -- it seems unnecessary, hi -- they've since died, but youknow, they --"
"Q: If you don't want to, it's okay.","A: I'd rather not, because there's no reason --"
Q: Okay.,A: Because they did take us.
Q: Okay.,"A: You know, they -- we were kept together. They did clu -- they didn't clothe us,we had our own clothing."
Q: Yeah.,"A: But they did feed us, you know, and -- everything wasn't horrendous. They tookus to see ""The Wizard of Oz,"" they took us to see the Alamo. I mean, you know,I'm telling you --"
Q: The parts.,"A: -- the parts that were so foreign to me, just because it was so different from myown home."
"Q: Yeah, well it's -- it's -- it's -- it-it's a shock. For a child, it's a shock.","A: They then wound up li-living in Philadelphia again afterwards -- and my parentsfelt that they had to be forever grateful. So I could never get rid of these people. Myparents always welcomed them because they had to be grateful. They were fore --forever doing favors for these people, you know, because my mother felt, youknow, she must be grateful. I didn't feel grateful."
"Q: Okay. Yeah. So, how long did you stay there?","A: """"m not a hundred percent sure about when we went to Texas, but since thecamp was not winterized, I would think we must have gone in August."
Q: Okay.,A: My parents came over some time in November.
"Q: Okay, so you were with them for, let's say two or three months.","A: It wasn't that long, it -- it seemed that long, but it really wasn't."
Q: Okay.,"A: And my brother, of course, was more panicked, like he was writing letters, oh,you have to get out now, the war is about to start, you know."
"Q: Oh, the poor boy. You know, when you think of him, nine years old.","A: And also the burden of me, and --"
Q: That's right.,"A: -- making sure that they didn't infringe upon me, and forever defending me, andyou can't do that to my sister. And, you know, feeling that he had to keep us out ofan orphanage. The burden on him was huge."
Q: Yeah.,"A: And on me was minimal, because I ha -- I mean, I didn't like being with thispeople."
"Q: Yeah, but -- but he was the one who was taking the brunt.","A: But he -- you know, he was like my mother, father, family, hero."
Q: All of it.,"A: Well, when we came back to New York he reverted back to being a nine yearold boy, it was very shocking to me. I mean, nothing bad, but --"
"Q: Yeah, but -- but he was --","A: -- nine year olds tease their sisters, you know."
"Q: Sure, sure.",A: Thope.
"Q: Yeah. So, do you remember hear -- getting word that your parents have come",A: Yes.
"Q: Okay, what was that like?","A: [know part of it from my point of view and part of it from my mother's point ofview; as soon as they arrived, they called."
Q: Okay.,"A: And this charming voice that said, oh I'm sorry, I can't wake the children,they're asleep now. At which point my mother said, they're my children, wakethem. And we heard that our parents were o -- here --"
Q: Okay.,"A: -- and we went wild. And at that point Henry was going to be as bad, anddisobey -- I mean, you know, we weren't terrible, but our parents were coming, wedidn't need these people any more. So --"
Q: Right.,A: --I'm sure -- they put us on the first train to New York. They got rid of usquickly.
Q: And you had a train ride up to New York.,A: Yeah.
Q: And do you remember seeing your parents again then?,A: Yes.
Q: Tell me about that.,"A: [had a very clear emotional image of my mother, like la -- as I said to that lady,[ll dream of my mother, I -- like golden light, you know, all warmth. But I had lostthe physical image. And we got off the train, and there's this woman in a black coat,running to me with her coat flapping, and I was scared. And Henry kept pushingme forth saying, it's Mutti(ph), it's Mutti(ph), it -- you know."
Q: Okay.,"A: It didn't take long, and I realized that I was -- the familiarity."
Q: Yeah.,"A: But my first reaction was, I was afraid of her. You know, who was this person ina black coat that the va -- the coat wa -- seemed to be flapping in the breeze, she wasrunning. Whether she was crying, who knows, but it was like, a little bitoverwhelming."
"Q: Well, that shows just how young you were, because an older child would have","A: I didn't recognize her physically. I had a mental, emotional image --"
Q: Yeah.,"A: -- which had a lot to do with, you know, a golden light, and all warmth, and allnice things, but the physical image was lo -- not for Henry, of course."
Q: Yeah.,"A: And if-- again, it was Henry that I trusted, so if Henry said, this is Mother,okay, you know, because Henry said so."
"Q: Yeah, yeah. Do you remember when it was that you had left Vienna? What","A: Well, ma -- I had my -- I arrived in the United States just before my fifthbirthday, which was June."
Q: Okay.,"A: So, I probably have records somewhere of when the Harding left, but --"
"Q: Probably May then, some time in May.","A: Probably, depending on how long it takes to make the ocean voyage, probably."
Q: So-,"A: [have it written down somewhere, but I ha -- you know, I -- I didn't think of it."
"Q: Okay Now, the reason I'm asking is I want -- I want to get a sense of how many",A: Thirty-nine.
Q: Thirty-nine?,"A: [ arrived just before my birthday, my birthday is June 10deg --"
Q: Okay.,"A: --and | arrived some time in June, before my birthday.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.61Interview with Erika TamarDecember 18, 2015"
"Q: Okay, so it's --",A: It would have been May.
Q: -- May *39 to November deg39.,A: Right.
"Q: Half a year, seven months, something like that: May, June, July, August,",A: Yeah.
Q: Six or seven months.,A: Yeah.
"Q: That you had been apart from your parents, which is a lifetime for a kid, you","A: Well, I don't think it went --"
Q: -- your parents.,A: -- that fast for my mother.
"Q: No, no, not -- I was just gonna say, not for your -- not when your children are","A: There was a great deal of trouble, my father had signed up early, finally hisnumber came up. The -- I looked it up on the internet to find what ship they werepassengers on, and they apparently sailed from Antwerp."
Q: Okay.,"A: Lalways thought Lisbon. It's possible they went from Lisbon to Antwerp. I -- Ihad really always believed they sailed from Lisbon, but they sailed from Antwerp."
Q: Okay.,A: And I guess their number came [break]
"Q: So yes, you were going to tell me about how it was that your fa -- parents finally",A: Fra -- they sailed from Antwerp. I don't know the details.
Q: Okay.,"A: I mean, I assume that it was just luck that their number came up."
"Q: Okay. And so when you saw them now, from the train station, and you","A: Oh, it didn't take long."
Q: Yeah.,"A: I think the n-non-recognition went very quickly.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.63Interview with Erika TamarDecember 18, 2015"
Q: Yeah.,"A: I think by the time we arrived at the apartment that we were staying at, it wa -- itwas like family again."
Q: Okay. So where was that? Where was this apartment?,"A: Woodside, Long Island. Not Long Island, Queens."
"Q: Queens, Queens. And what were the circumstances in that apartment? I mean,","A: No, we had our own apartment. My parents had their furniture shipped longbefore they came. It was possible to ship furniture, you couldn't take money out,but you could ship furniture. And a -- years after, you know, my mother would seethings in antique stores, and think oh, this is, you know Jewish furniture that wasshipped, where the owners never came. Which I'm sure happened. But yeah, theyshipped furniture, and Woodside wasn't too long, it was the first apartment, at ""msure a low rent, because we had no money to speak of. My father got busy takingthe tests to be licensed as a physician again."
Q: And that -- did that work?,"A: Yes, yes."
Q: Okay.,"A: But there was a degree of camaraderie, because there was a whole bunch ofdoctors that had come from Vienna, in Brooklyn, in Queens, the family, friends.And they all gave each other courage, and if somebody failed the test, all the mengot together and said, you have to take it again. Actually, the first group of menwho took the licensing exam failed, because there were yes and no answers. Therewas a question to which you should say, true, false, yes, no. In European style, youwrite down, to show your knowledge, everything that you know, instead of a simpleyes or no. And of course, that was marked wrong."
"Q: Oh, okay.","A: But then the word got out, you know, the first wave made that mistake, thesecond wave knew that when they ask yes or no, you don't do anything but --"
Q: Yes or no.,"A: -- yes or no, true, false. A lot of women worked as maids, as whatever theycould. My father really didn't want my mother to work because he felt it was reallyimportant that she take care of the children so that he could study. He had to review,you know, his whole medical background, medical textbooks. So she did a little bitwork at home, it was piece goods. She got fabrics, and she made little pincushions.And I thought they were very cute, and I didn't realize that it was like a horrendous The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.65Interview with Erika TamarDecember 18, 2015job. But you know, I thought it was cute. We took our final apartment, you know,where we lived for a long time, in Washington Heights."
Q: Okay.,"A: Three-sixty Wasworth(ph) Avenue. And the reason we took that apartment isthey didn't ask for extra rent, because we simply didn't have it. I think we could payfor one month, and we had nothing else. And my father was a very confid -- he hadhis license then --"
Q: Yeah.,"A: -- he was going to start practice. He felt also it was in view of the subway, so hisdoctor sign would show --"
Q: Okay.,"A: -- for people coming from the subway. And he was confident enough that hethought that by the next month's rent, he would be able to make it."
Q: And did he?,"A: Yeah, yeah."
Q: And was he able then to reconstitute his practice?,"A: He had a very good practice, yeah."
Q: In Washington Heights.,"A: Very good, very successful. He was very respected, and very liked. The super ofour building was an ethnic German."
Q: Oh dear.,"A: No, not oh dear."
Q: No? Not oh d--,A: Nice lady.
Q: Okay.,"A: I think she felt really awful, and she knew our circumstance. So she literallystood in front of the building and said, you know, we're so lucky. We have thisprominent doctor from Vienna, like he's a celebrity doctor, da, da, you know, noneof which was true. I mean, he was a good doctor, but -- and was known as a gooddiagnostician, but he wasn't -- you know -- but she built it up to help, which was anenormous help."
"Q: Well, how sweet.","A: And then there was the neighbor on the third floor, Mr. Cherny(ph), who'd -- hisback had plagued him forever, and he came to see my father, and my father didsomething that solved whatever the problem was, so this guy stood in front of thebuilding and said, oh, you know, this doctor's good, yo-you know. And it's aneighborhood thing, it's word of mouth.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.67Interview with Erika TamarDecember 18, 2015"
Q: Yeah.,"A: It was a-- many nationalities, but predominantly Irish Catholic. Below the hill,there's -- in Washington Heights there's a big hill. The Broadway area is -- waslots of Jewish refugees. Up the hill, near Inwood, it was very Irish."
Q: I see.,A: And my father had a -- a working class Irish --
Q: Clientele.,A: -- mixed nationalities --
Q: Yeah.,"A: -- practice -- which is what he had in Vienna, he had a working class practice inVienna too."
"Q: How interesting. I mean, how interesting that he was able to -- well, he was a","A: Well, he ha --"
"Q: -- he was able to reconstitute, and not only that, but in such a-- such a",A: He was able to get his license --
Q: Yeah.,"A: -- which is -- which is why he didn't want my mother to work, even before -- youknow, we had nothing. I will also say that my mother never let me think that wewere poor. If I wanted something that other kids were getting, like oh, give me anickel for a candy bar, there was always some reason which had nothing to do withlack of money. Oh, it's really bad for your teeth, or you know, oh, because of this orthat. There was always some reason, but I never felt that we were poor. I didn'tknow that we were down to nothing until much later."
Q: Okay.,A: There were Jewish aid agencies --
