Question,Answer
"Q: In front of you, in front of all the children?","A: In--in--in front of all the family. And the -- and -- and then -- then they take that-- that was a little -- we used to take little cases like that to the beach here. And thatwas my father's little suitcase that he kept his papers and army -- army papers andeverything. They took everything. And then they told my father, get dressed, putwar -- warm col -- clothes on, and we're taking you to the Wolkowysk to check how-- how much truth you're telling us."
"Q: So he was -- he was saying no, I didn't do these things, no, I'm not the way",A: I would say so.
Q: Okay.,"A: But -- but then I-- 1-1 just remembered, you know, that ho-how could they -- Ifelt, you know, how can they say, when my father is so nice, and he was so nice tothem, you know? And so -- so anyway, so -- so Father get dressed, and then it cameto say goodbye to him. It was last time for 11 years."
Q: Oh my.,"A: And so -- so we didn't -- we just hugged him, you know. Of course, first time Isaw him crying. I guess he knew. He knew that that's the last time we see eachother. And -- and then comes our neighbor, that Russian wife, Byelorussian wife ofour neighbor. And -- a-a-and this young punk tries to block his aunt's -- that was hisaunt -- way to the house. She pushed him, she didn't care. She -- she just says, I amcoming to -- to say goodbye to my neighbor. And -- and -- and -- and she was -- shewas so brave. And I still wrote to her daughter not too long ago, because I -- I've -- Ifound a address of her, and -- and -- and I -- and children are so nice. I visited themwhen I was there. So -- so it's --"
Q: You can't --,"A: --in the family can be -- can be too different -- different children, two differentmembers."
Q: Yeah.,"A: And you cannot answer for them.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.50Interview with Stanistawa TobisJanuary 28, 2015"
"Q: Yeah. So you say there were two Russian soldiers, and this sh -- ex-chauffeur --",A: Yes.
Q: -- who came. So there were three of them who had been accusing your father.,"A: They were -- yeah, they --"
Q: They were not from the area.,"A: -- the Russian -- the Russians th-ther -- they were just trying to organize,apparently, tha-that area, you know, and -- and of course they -- they knew they letmy father go before, so this time they are taking him for -- for good, to the -- to theWolkowysk jail."
Q: Okay.,"A: Here was just a little -- little room, or big room, in which they put probably 50people. But the Wolkowysk there is a big, big jail. I have a picture in my book."
Q: Okay. Is this the same jail your father had worked in?,A: That's -- yes.
"Q: Okay. And three months had passed before they arrested him. That is, between",A: Mm-hm.
Q: -- what were those three months like for your family?,"A: Well, I-- my brother was in high school in Wolkowysk. And after -- aft -- whenwar started, he didn't go back -- no, that -- sorry, he was there til chr -- til Christmas."
Q: Okay.,"A: And after Christmas, he didn't return."
Q: Okay.,"A: Because he said, they don't teach nothing in sc -- in school now, because theyreplaced all those teachers, professors, they arrested. So -- so we -- we had no Polishteachers, and Byelorussians not too many were educated. There was one -- dependsif they could afford."
Q: Okay.,"A: And -- and there were some people, I'm not saying that they were or -- all poor."
Q: Okay.,"A: No, they -- an -- there were some. And -- and those, even in our osada."
"Q: Your settlement, mm-hm.","A: Our settlement. We had one teacher, that she was educated, but they were notPolish citizens, that was a Russian family that stayed here in Poland somehow, andthat they were not supposed to -- not -- not forced to return to Russia."
Q: Okay.,"A: So, and their daughter was educated, and she had no obywatelstwo.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.52Interview with Stanistawa TobisJanuary 28, 2015"
Q: What's that mean?,A: Obet -- that you help. A2: Citizen.
Q: What's that mean?,A: Obywatelstwo.
Q: No citizen -- no citizensh --,"A: Citiz -- no citizenship, ri --"
Q: Okay.,A: That's right.
Q: Okay.,A: So --so he -- she became teacher.
Q: Okay.,"A: And she was teaching, but my brother said that in -- in the high school inWolkowysk, there was no professors."
Q: Okay.,"A: We - we called them professors. Here are teachers, only. So -- so --"
Q: So in --,A: -- my brother stayed with us --
"Q: Home, mm-hm.","A: And I was the one that was feeding the stock, and going -- going from barn tobarn."
Q: And there were no more workers to help you?,A: No.
Q: No. Okay.,"A: Nobody. And we had no money to pay, because the money was -- Polish zloty wasn't --I don't know how -- how my mother was paying for -- for stuff, because she -- she once -- sent us to the city, a-and to the village, to -- to buy soap, or something, Irchu(ph), what did we buy? A2: I think was sugar or something."
Q: No. Okay.,"A: Something that -- to buy anything, and the store -- store was almost empty,nothing."
Q: Okay.,A: They already --
Q: So what did you do after your father's arrest?,"A: Just sat there and -- and waited, and didn't have to wait too long."
Q: What happened?,"A: Tenth of February, we were deported, just month and five days later.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.54Interview with Stanistawa TobisJanuary 28, 2015"
Q: Did you -- oh my. Tell me about that. Tell me about this -- this deportation. How,"A: Well, it-- four o'clock in the morning, of course we were sleeping. And the not --not expecting anything. Of course, very upset that Father is gone. My brother was --went with one nice Russian -- Byelorussian man, went to Wolkowysk, and -- to seemy father and to take some food for him, and they didn't let him see my father. AndI don't know what was the reason. And --"
Q: So he was not at home?,A: Pardon?
Q: Your brother was not at home?,"A: No, no, no, brother went -- right, he was not with us, he went to Wolkowysk."
Q: Right.,"A: And then came back and -- and -- and he said that he didn't see Father, but theytook the things that -- that he too -- took to my father."
Q: Okay.,A: So ha--
"Q: Oh, so he was at home when the -- when -- at four o'clock in the morning? It was","A: Yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.55Interview with Stanistawa TobisJanuary 28, 2015"
Q: -- your brother --,A: Yes.
"Q: -- your sister, and your little brother.",A: And baby brother.
Q: And baby brother. Okay. And how -- at four o'clock in the morning they came in,"A: Wagons, bu -- open -- open sanie, which is -- how do you call those? A2: Sled."
Q: And baby brother. Okay. And how -- at four o'clock in the morning they came in,A: Sleds.
Q: A sled?,A: Yes.
Q: A sleigh.,A: Sleigh.
Q: Okay.,A: Good.
"Q: So, with horses.",A: R-Right.
Q: Okay.,A: So they came with those and -- and -- and -- and they said [speaks foreignlanguage here]
Q: What does that mean?,"A: Get ready, we're moving you to another state."
Q: Okay. How much -- how much time did you have?,"A: We had a lot, because some people don't have that much."
Q: Okay.,A: But we were on the main road.
Q: Okay.,A: So -- so everybody from our settlement were brought even to our house --
Q: Soa--,A: -- to -- to wait.
Q: I see.,"A: So--so when they brought everybody, then they s -- they pull -- put us in the rowof sleds that were carrying -- I carried to Wolkowysk. Apparently that was just openro -- long, long -- I don't know how to s -- call that, but --"
Q: So there was more than one sleigh?,"A: Oh, my gosh, there was, all the time, all the time. So they had to stop this group,and pull -- pull -- put us from this settlement inside, in a-- a mi-- in middle of it, and The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.57Interview with Stanistawa TobisJanuary 28, 2015then let those to follow us. But that was from like four o'clock to 10 oclo -- I thinkit's about 10 --"
"Q: Okay, okay, I'm still confused. I -- I asked how long did you have to get ready, to","A: Okay, so --"
Q: How long was it?,A: That's what I am trying to say now.
Q: Yeah?,A: From four o'clock til -- A2: Two hours.
Q: Yeah?,A: How many? A2: Two hours they gave us.
Q: Yeah?,"A: No, it was more. A2: That's what I remember he says, in two hours --"
Q: Yeah?,A: It was more.A2:--we are le -- you are leaving.
"Q: Okay, your sister is saying it was two hours. Q: My question is -- okay, you -- how much time -- within your house, before you go",A: I--I didn't --I couldn't do nothing. My mom was running with the baby in her --
Q: Arms.,"A: -- baby -- with -- with her arms. And she -- she couldn't do nothing. She was veryconfused, and didn't do nothing. Luckily, we had a nice soldier that he st -- he tookeither suitcases -- but there was no -- no need really, because they were droppingeverything on the floor, on the -- on the -- from the -- how do you -- cabinets, fromthe cabinets, into the -- on a-- on a blanket on the floor, and tied the ends."
Q: So what did they drop into the -- into the --,"A: Everything, whatever they found. And -- and th-there was one kufer, which islike a big -- how do you call those? For the bed. Sheets."
Q: Okay.,"A: Sheets and -- and -- and comforters, and a -- everything. But only sheets were inthat big kufer."
Q: What's a kufer?,"A: Kufer is a--a--a--A2: A trunk.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.59Interview with Stanistawa TobisJanuary 28, 2015"
Q: A trunk?,"A: Trunk, yes."
Q: Okay.,A: A big trunk.
"Q: Okay, so --","A: And with the key, and -- and --"
Q: So you took a trunk with you?,"A: Yes, they gave us."
Q: Your own trunk that you could take with you.,"A: And it had everything except there was some more stuff of that sort they took outfrom drawers, and filled up that -- that -- that -- and that was our saving for theSiberia."
Q: So-,"A: If we didn't have, we would not survive."
"Q: So in other words, the soldiers who came to arrest you saw that your mother was",A: Right.
"Q: And -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.",A: One only. They left -- I think they left one only soldier.
"Q: Okay. And what about your brother, your older brother, what was he doing?","A: I don't know. They maybe kept him with the gun. I don't know, did youremember?A2: Can I talk?"
Q: I think that let's --,A: I think --
Q: = let's hold on --,A: -- yeah.
Q: -- let's cut for a second.,"A: Oh, okay. [tape break]"
"Q: Okay, so it was this one young Russian soldier who was helping to pack up --",A: Right.
"Q: -- when -- and when your mother so distre -- and you're distracted, and so on.",A: Okay.
Q: And you were li -- who lifted that big trunk onto the sleigh?,A: They did.
Q: Did they?,"A: Maybe my brother was helping.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.61Interview with Stanistawa TobisJanuary 28, 2015"
Q: Okay.,"A: It could be that he was helping. I only took books. My mom said, take a book toteach Jereczek Polish."
Q: Okay.,"A: Because when we get there, we will not leave that place, and ye -- Jereezek hadto le-learn Polish."
Q: Polish.,A: So-- so I took a couple books.
Q: Okay.,A: And I took albums.
Q: Photo albums?,"A: Photo albums. When they saw tha-that I -- I am holding that, they took and -- oh,and the s -- oven was on to -- to heat --"
Q: The house.,"A: -- the house, because -- and -- and it was a fire there."
Q: Okay.,A: And he grabbed those albums and threw them in the fire.
Q: Oh my.,"A: So I--I did -- don't have even a -- a one picture of my mom, nothing.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.62Interview with Stanistawa TobisJanuary 28, 2015"
Q: Oh my. Oh my. And did you take food? Did any -- was there any food to take?,"A: They did some -- they prepared some, they -- they told us, oh you can take meatgrinder, and kind of laughing, you know? They knew that -- that there will be no --no meat to grind there. So-- so my mother said no, I -- I don't want. She kind ofsensed everything what was going on."
"Q: Okay, now once they've put this together, now explain to me why you had so",A: Mm.
"Q: When you went outside, what kind of a vision did you see? What di -- did you",A: Right.
Q: With people?,A: Right.
"Q: Okay. And why is that if you were the last to pick up -- to be picked up, you had","A: I don't know, I don't know. Well -- well anyway, I -- I wanted also to take a--apicture of my patron, Saint Stanistaw Kostka. And -- and it was made on a silk. Somy mom told me, take it off-- out --"
Q: Okay.,"A: -- and put it in your pocket. And I put it in my pocket, and down. Oh, and -- andthe clothes, they -- they told us to put my father's clothes, so they were dragging,you know, and whatever; but they were warm. So over our c-clothes, winter clothes,we still put my father's --"
Q: Clothes.,A: -- clothes.
Q: Okay.,"A: And so by --I-- I always thought that about nine o'clock, we were alreadypacked, because they would -- whatever they would pack, they would take to thesled. And --"
Q: Did you have more -- did you have more than one trunk?,"A: The trunk was at the end of the sle -- sled, and then we -- we had our seats there."
Q: Okay.,"A: And -- and they put the comforters for us to sit in, and so we wrapped ourselves.My mom didn't know what to do, how to take baby.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.64Interview with Stanistawa TobisJanuary 28, 2015"
Q: Yeah.,"A: So -- so she took two pillows, and put Jereczek in between those and try to blockthe cold air and everything from him. So -- so sh-she -- she was saying, I don't knowif he will live. Maybe he's choked, and everything. But somehow he survived. So --so when we were dri -- I want to say driving -- riding those sleds, we got halfwayonly to station, to Wolkowysk. So they took us into the palace of -- don't rememberalready names."
Q: Okay.,"A: I--I di--I should have prepared myself, but --"
Q: It's okay. But it was a -- a local palace.,"A: A local palace in one of the villages, halfway to Wolkowysk."
Q: So it was like a large estate?,A: Very.
Q: Okay.,"A: And that was a -- and they -- they took all the sleds that were behind us, and --and us in there. And I remembered where I was sitting, because we couldn't sl-sleepthere."
Q: Okay.,"A: It was so many people, and I was sitting with my -- my sister and my brother bythe window. So when we came in, I went -- I-I'm talking about my trip -- I wentstraight to that place, and I said that's -- that's where we were sitting."
"Q: Oh, that is when you -- when you --","A: Oh, that night."
Q: Yeah.,A: That night. We spend the night there.
"Q: So, you're talking when you took a trip to your hometown many years later.",A: Right.
"Q: That you found the palace, and -- and you've --",A: Found the pla -- yes.
Q: -- you told them where you were sitting.,"A: And I remember when -- I remembered everything vividly. Nothing -- now I amlosing memory, but when I was writing my book, I -- 1 --1 remembered everythingas if I'm there now."
Q: Yeah.,A: So -- so that's very --
Q: Was this -- was this palace one of Polish nobility?,"A: Yes.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.66Interview with Stanistawa TobisJanuary 28, 2015"
Q: So it had been --,"A: [indecipherable] they were arrested also, either killed, or -- or --"
Q: Okay.,"A: -- or like my father, taken to a gulag."
"Q: Okay. What was the manner of these -- I mean, it sounds -- it sounds actually, as",A: Yes.
Q: -- by -- by helping pack things up.,"A: Yes, he was -- he was very nice, and you know, children will sometimes hold thehands, and -- and their hands are freezing, and whatever. When he saw my hands, hesays -- he started -- you take your -- that hand, and you kind of roll in between yours,and -- to warm it up."
Q: Really?,"A: And he -- he did -- he did that for me. And -- and then my -- my mom, you know,when our sled, on one -- on the way back next day, s -- fell over, and we ended up inthe snow, he was helping us and -- and it was -- i-i-- Russian soldiers, they have tobe th-the way they -- they are. They have to be in doing what Stalin told them. Butsome of them, they are forced to do that."
Q: So you could tell they didn't want to.,"A: Right, right. So they -- they had -- and they -- they had good people and badpeople like everywhere else."
Q: And was -- was -- were other soldiers like him who were -- who were taking -- I,"A: Right, it wasn't like that."
Q: Okay.,"A: They -- when they left, that's when he started. Because it came five of them, andthen only one or two, I -- I -- that I don't remember already."
Q: Okay.,"A: So, I--I would have to read my book and maybe refresh."
"Q: That's okay. But it -- but it means that when he was left alone, and there was no",A: Mm-hm.
Q: -- he could afford to be helpful.,"A: He showed -- yeah, he showed his feeling for us, you know --"
Q: Okay.,A: -- what they were doing.
"Q: So, you stayed overnight there, near the window --","A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.68Interview with Stanistawa TobisJanuary 28, 2015"
Q: -- in this palace?,A: Mm-hm.
Q: And what was the next day like?,"A: Next day they put -- took us to this -- the same sled, but there were things missingalready. So somebody stole some of the food."
Q: Okay.,"A: And so whatever we took from the home, already wasn't -- wasn't as much thereas -- as it was taken. So -- but --"
Q: And then you say you'd continued the journey?,A: Continued the journey to the train.
Q: And where was the train?,"A: And th-the train was in Wolkowysk, at the station, not too far from my uncle.And my -- my mom's aunt. So -- and in -- on the way close to Wolkowysk, I saw asled, a small sled, you know, and -- coming with the horses real fast, and looking atus all the time. And the people. Not -- not especially us, you know, but -- but tryingto identify."
"Q: Oh, I see.","A: When they saw my mom, and us, they turned around."
Q: Do you know who it was?,"A: It was my aunt and my uncle. No, my -- I'm sorry, not my -- that -- she -- that wasmy babcia. That's my mom's aunt. Oh, no, no, thank you, I have --"
"Q: Okay, okay.","A: And -- and babcia, that's the one that I -- I was tal-talking about, that's my -- mymo -- babcia, my mom's ciocia."
Q: Yeah.,"A: Okay. So -- so they turned around, and they went back to Wolkowysk, becausethey -- they knew where."
Q: They knew that it was you.,"A: Yes. And then, apparently, Babcia watched all the time, which -- which boxcar,because those were animal thi-things. And which -- which one was the -- the one thatthey pushed us in. So, after -- after we got in, a Russian soldier came and naw --opened the door, and -- and told Babcia to -- to give what she had. She brought --"
Q: That's unusual.,"A: -- she brought so-some -- how do you call? Tea, hot tea, and some sandwiches.And she wanted to take Irka(ph). And Irka(ph) was smaller, so -- so she thoughtshe can raise her. And Irk-Irka(ph) was holding so -- so hard to my mom's handthat -- an-and they didn't let her to be taken away."
"Q: So, she wouldn't go?",A: She wouldn't go.
Q: Okay. Would the soldier have let her go?,"A: Force her? No, no."
"Q: Not force her, but would she -- if she had wanted to, do you think --",A: I don't know. I have no idea. Maybe he would.
"Q: What you describe sounds very unusual, that someone was allowed close enough",A: Right.
"Q: -- to give -- to give water, or food, or tea, or something like that.","A: Well, she spoke Russian. He possibly thought that she's Russian, and she was[indecipherable] and whatever, Polish. So -- and -- and she was living there all herlife. Because there -- there were Polish and -- and there were lithu -- Lithuanian also"
Q: Yeah.,"A: I'm sure. So -- so that -- and that is not unusual, but -- but after she spoke Russian,she talk -- he didn't know, and he let her --"
Q: And he let her --,A: -- let her gaved whatever he brought --
"Q: She brought, yeah. What were the boxcars like? What did they look like?","A: There was three levels, so when you get -- got in, you couldn't sit, you -- youshould -- you could get in and -- and just lay there, or -- or sleep. And otherwise, youcouldn't sit in there. So it --"
Q: So who helped you put your trunk in the boxcar?,"A: They -- whoever was, you know, I'm sure my brother was one."
Q: Okay.,"A: And my brother was very -- like in charge of ev-everything, so -- so he watched.But as far as food, we didn't have much, because somebody stole. But -- but mymom did little bit of this, you know."
"Q: But your mother was there with an infant, with a baby.","A: Yes, and -- and when we -- we got there, she -- she thought that she gon -- hegonna have a real -- a real red butt, because he wasn't changed all day, and -- andbetween the two pillows. So -- but everything was okay. We took him all the way toSiberia."
Q: And you had to change diapers on the lo -- on the way.,"A: Yes. I don't know how my mom -- mom did that. Maybe she just -- or if -- if he --he -- he was still milking my mom. At that time I don't know if she had anything,but she -- she had whatever she had, and otherwise I -- I think she tried to substitute.He was -- he was at that time, only from June to -- about eight months old. So -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.72Interview with Stanistawa TobisJanuary 28, 2015"
Q: Did he cry?,"A: First he did, and I remember my mom said, when -- when we were on the way,and he was about -- between those pillows, she heard him cry. But then she says, oh,he -- he quit crying. So maybe she -- he is asleep. But then she says, or maybe he isnot alive. So -- so things -- things were -- you know, everything wasn't sure."
"Q: So wa -- was she on a lower plank, or on an upper plank?","A: They -- they got us in between, so we -- we had -- so -- so it was probably abovethe -- the lower, an-and the -- and the lower wer-were suitcases. And on this one was--Idon't -- my hand is not good. Probably that wa -- that high. And the -- and thethird one -- the -- the best was for the highest people, but you know, men or -- or -- orsomebody that is more quicker, not with baby, you know, they took those places,and we got, you know, some who are in between. So --"
"Q: Why would they be the best places, the ones on top?",A: More air. It was -- it was mo -- more space.
Q: Okay.,A: And in between was -- you had to breathe so -- so the air was coming from hereand there. Was kind of stuffy. But --
Q: Did you know any of the other people in your boxcar?,"A: No.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.73Interview with Stanistawa TobisJanuary 28, 2015"
Q: No.,"A: No, because when we were riding on a -- with those sleds, our -- our sled turnedover, and then everybody went, so the neighbors from -- from the -- our osada, theywent, and we stayed be -- until they lifted the sled, and put us back into the sled.And then w -- then we were coming with different -- different people."
Q: I see.,A: So when they put us in -- and there was 60 people in our boxcar.
Q: Sixty.,"A: So 30 on one side, 30 on the other."
Q: Were there other people who had babies? Were there more babies?,A: Not in our boxcar.
Q: Okay.,A: Only Jereczek.
"Q: So what happened after that? You're in the boxcar, what happens?","A: Well then -- then we waited, I think two days, by the time they apparently thewhole -- there was about hundred -- hundred of those boxcars, full of deportees, and--and then -- and then we started going. But they -- in -- in this area, between bra --no, between -- oh my gosh, again no name. Well [indecipherable] next -- next The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.74Interview with Stanistawa TobisJanuary 28, 2015station when -- when the large station, when they got us there, we had to wait forBaranowicze."
Q: Baranowicze.,"A: I got it, Baranowicze. There they were changing the tracks from European widthto the Russian. So we had to wait there until they finish. When they finished, it waslike second day or third day, something like that. And then -- then we had to carryeverything from -- from this one to -- to the other one."
"Q: Oh, so you changed, actually, cattle cars.","A: Right. And there, we had little more room --"
Q: Okay.,"A: -- than -- than on the Polish ones. So they had -- then we got -- also on the lower,but -- but there wasn't three of them, was --"
Q: It was two --,A: -- it was two.
Q: -- it was two platforms.,"A: Two -- two platforms, yes."
Q: I see. Okay.,"A: So---so it was a little -- a little easier.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.75Interview with Stanistawa TobisJanuary 28, 2015"
Q: And was it a-- everybody from the firs -- from the di -- was it everybody who,A: Probably --
Q: Okay.,A: -- because they -- they were keeping really soldiers were standing so nobody willrun away.
Q: Okay.,A: So = so that's --
Q: So that -- at that point did you know you were in the Soviet Union?,"A: No, it wasn't yet."
Q: It wasn't yet.,A: Because Baranowicze --
Q: Is still Poland.,A: -- is still Poland. So to the border was still quite a few miles --
Q: Okay.,A: -- or kilometers.
"Q: So what happened after that, how did things go?","A: Well, then -- then we started rolling, once they packed us all. And we were -- wewere going fast, and people were watching, you know, some of them, there's -- you The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.76Interview with Stanistawa TobisJanuary 28, 2015know, there is about two -- two windows on one side, on -- on top. So -- so we werewatching some of them. You know, if you were lucky, where is the Polish border?"
"Q: Could they find it, could they see it?","A: We saw, and -- and they started singing [speaks Polish] and things like that, youknow."
Q: What are those? Are those --,"A: Hymn. Polish, and -- and -- and -- and prayers, church --"
Q: Can you -- would you mind singing one of those so -- hymns?,A: [indecipherable] I will take. I think one of the very -- very much loved is[Polish]
"Q: If that was being sung, then please, I would appreciate it.",A: [sings in Polish]
Q: And that was --,A: That was --
Q: -- that was a hymn.,A:--a hymn. That's -- that's a church song. Pope Johns Paul the second loved thatvery much.
Q: Oh yeah?,"A: That was -- and -- and -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.ThInterview with Stanistawa TobisJanuary 28, 2015"
Q: And so the boxcar would just sing that --,"A: Singing all the Polish, one after the other, so --"
Q: How -- how could you tell -- how could those who --,A: Sorry my voice is --
Q: L appreciate that you sang it. Thank you. How could you tell when you were pro,"A: And there were wires, how do you call those wires, with the --"
Q: Barbed wires?,A: Yes. So -- so that -- that --
Q: It was a barbed wire fence.,"A: -- barb -- barb wire fence, yet."
Q: Were you near the window?,"A: [know I could see, so apparently people were nice enough to -- to let children,you know --"
Q: Take a look.,A: -- climb up and -- and take a look.
Q: Okay.,"A: And we had to do it quickly.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.78Interview with Stanistawa TobisJanuary 28, 2015"
Q: Of course.,A: Just a--a look and -- and that's it.
Q: Yeah. And then --,"A: And then the train was speeding so fast, and maybe it wasn't so much, but youjust -- you just see that it's going away, and th -- so fast, you know, so -- so I --I justremember that, and --"
Q: Did you cry a lot?,"A: As a child, you -- you don't know so much what's happening. My mom -- oh, my-- our mom fainted. When the train -- that was yet in Wolkowysk, when the trainmoved --"
"Q: Okay, the first train, yeah.","A: -- the first -- my -- our mom fainted. And we cried and cried because we didn'tknow what happened. I -- I never saw my mother faint, you know, and -- and all of asudden, you know, she's -- I thought she died. And once -- one lady, apparently shewas maybe nurse, and she -- she had smelling --"
Q: Salts.,"A: -- salt -- salts, and -- and she do -- did that to her [indecipherable]"
Q: So to bring her back.,"A: To bring her back, yes. And -- an-and then I -- I don't know if she fainted again,or -- or not, but --"
"Q: How did people behave with one another on that train, on that car?","A: Oh, we were -- we were like -- we didn't know each other, but -- but we -- wetalked to each other like to your brother or sister, because that's all -- you are -- youare sitting here and -- and you're -- you're going. Going to the same place, goingfrom your home, a warm har -- home. And -- an-and I don't know if you want tohear about conditions in that."
Q: Yes.,"A: In--we didn't have any toilets, of course. The only thing, there was a hole in thefloor, and -- and nothing else. No -- no cover, no nothing, so -- so how -- how do youdo that? Some -- some people had extra blankets. They somehow managed to h -- tohang it up, to -- to cover --"
Q: Hide it.,"A: -- make it private. So that was it. But, it was fro -- freezing temperature. It didn'ttake long until that hole was all fr-frozen, and no more hole. So the only way youcould empty yourself, outside. So everybody, didn't matter, a lady or -- or -- oraman, or -- or -- or who -- the child, everybody had to go --"
Q: Outside.,"A: -- outside. And a Russian soldier would stand with a gun over you. Y-You openyour -- your panties [indecipherable] and it became, you know, everything -- youhave to go. But eventually when -- when you didn't eat so much, so you didn't needto go so much."
Q: So how often would they open the train doors?,"A: I think maybe twice a day. So -- so that was -- and -- and another thing was theygave you a loaf of bread the first day, and a bucket of water for -- for all -- for whole60 people."
Q: Oh my goodness.,"A: So--so we -- we didn't get much food, and of course that -- that wasn't en -- andhow much water did you get when you have a -- a bucket of water? So -- so you justget cup or something, you know."
Q: So people must have been hungry very quickly.,"A: Well, hungry and -- but gradually your stomach gets -- gets --"
Q: Adjusted?,"A: -- adjusted to that, right."
Q: Did anybody get sick on the train?,"A: Everybody. They -- they were sick, they were dying."
Q: There were de -- people who were dying in your car?,"A: And babies -- babies I've seen they threw out. They -- you couldn't carry itbecause it wouldn't -- and can you imagine the mother, losing a child? So --"
Q: Did this happen in your boxcar too?,"A: No. Luckily, in our boxcar there was no dead person."
Q: Okay. But you saw in the other boxcars.,"A: But we saw through that little window, once in a while, you know. Or sometimesthe door was opening, and they were carrying out from the other door. So theydidn't consider people as people. To them was like animal carrying the -- I've seenso many dead, so many."
