num,question,answer
273,And did — did that become a family affair?,"Yes. When lud — Ludwig and his family were brought over, he entered the business. He wa — he was the butcher in the family anyway."
274,Okay.,"Again, my father did more of the physical work of going to the slaughterhouse, and bringing sides of beef into the business, and so on."
275,"Okay, so he went back to what he knew.",Yes.
276,"But now, instead of just a butcher shop, it was a grocery store.","Right, small grocery, neighborhood."
277,Did you help out in it?,"When they bought a vehicle, which was a quarter ton panel truck — they don’t make them anymore — I became the driver. And I had to drive my father to the slaughterhouse and back, and so on."
278,"So this would have been in the 40s, already. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern “ June 8, 2016",Yes.
279,Okay. And how many years was your mother the janitor at the temple?,I'd say a couple of years.
280,"Okay. Did this have strains at home, this adjustment? You know, the crossing over from — from Europe, you know, getting on your feet here, and so on?","Well, a certain amount of strains adjusting, and of course, earning a living, so yes. But we managed. They managed. Walter and I, besides selling newspapers — delivering newspapers, when, while were still in the shipyard apartments —"
281,With the roaches.,Hm’?
282,With the roaches.,"Yes. Farmers would bring their trucks by with their produce. He and I would take stuff, and run up and down the stairs, hawking [indecipherable] a penny. And we used to sell extras, those days there were a lot of extras. Saturday nights, after football games, the papers would put out an extra with the scores. And somehow my brother found what was called, Peninsula News Company. It was a newspaper — magazine distributorship. And he started working there. And he became quite proficient in that, almost managing the operation after a while, as a young kid going to high school. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern “ June 8, 2016"
283,"So this is again, 30 — late 30s, 40s.",Yes.
284,"Okay, the war years.",Yes.
285,"Okay, so it’s a very hardworking family.",I'd say.
286,Okay. What was school like for you?,Interesting.
287,In what way’?,"Well, we started out at Stonewall Jackson elementary school."
288,That name would be controversial today.,"Probably. Not in my mind, but yes. I could go into my political beliefs, but —"
289,"No, that [indecipherable]",— that’s beside this point.
290,No — I — the only reason I mention it 1s that it really — there is a — a school right near my home in Virginia that recently had the name of a confederate general —,Yeah. I know.
291,"— that was — Jeb Stuart, I think it was —","Yeah. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016"
292,— that there’s been calls to change it.,How do you think I feel? I’m a graduate of Washington and Lee University.
293,Yeah. Yeah.,"But almost immediately after entering school, Walter was promoted from first to second grade, within a week or so. Cause he had been at school for a year —"
294,In Germany.,— in Germany.
295,Okay.,"He was ahead of the cl-class. But we did well, and when we finally moved to 26"" Street, we attended John W. Daniels school."
296,Okay.,"Which was just a stone’s throw from the high school. We ki — finished elementary school, which was through the seventh grade, and then we entered high school. We didn’t have a middle school or junior high in those days, we only went 11 years, and not 12."
297,Oh really?,Yeah.
298,"Okay. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern “° June 8, 2016","That was the norm at that time. And Walter became editor of the school paper. He won a prize, I forget whether it was the American Legion, or the VFW, city- wide contest, essay contest. And he graduated with honors from high school. I took a different tack in high school. I joined too many organizations. Now, I can realize that. Glee club, chorus, newspaper, athletics, those things. I graduated with honors."
299,Also with honors.,Yeah.
300,So why would that be something where you’d say it was too much?,"I joined too many organizations, I spread myself out too thin. Couldn’t concentrate on anything."
301,"But nevertheless, you graduated with honors.","Yeah, oh yeah."
302,Okay.,"So, school went well. He —"
303,"It sound — okay, mm-hm?","He is a graduate of William and Mary. I’m a graduate of Washington and Lee, so I guess we did well."
304,"Yeah. During the years, the first years in the 30s, and through the war years, was your family following what was going on in Europe, at — Contact reference@ushmm org for further information about tis collection Interview with Henry Stern "" June 8, 2016",Oh yes.
305,"What kind of conversations do you recall, from home?","They were concerned, especially about the family."
306,"Well, that was a question: who was left behind?",Excuse me.
307,"Sure, no problem.","I have what I call a running nose, an Olympic nose."
308,Me too.,"The only one that was left in Germany was Mother’s sister, Rosa, and her husband, and their mother."
309,"So, your grandmother.","Yes. They had a chance to leave Germany, but they refused, because the grandmother had diabetes, and she could not enter the United States. So they stayed, to take care of her."
310,Would the Morgensterns have brought them over?,Yes.
311,Okay.,"The grandmother died, cause she couldn’t get insulin."
312,"Yeah. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern ™ June 8, 2016","And Rosa and Ferdinand disappeared. It’s interesting that their son, who was also brought over, Max, Max Loeb(ph), or Lieb(ph), served in the army, and he was in intelligence."
313,Okay.,"And when the war ended, he stayed over, and he looked for his fa — parents. Couldn’t find them."
314,Oh dear. So they just vanished?,Yeah.
315,Vanished from the horizon. Tell me a little bit more about the other people that were brought over.,"Well, I’ve mentioned Ludwig, Emma, and Ruth, cousins."
316,All by Morgenstern.,Yes.
317,Okay.,And there was Ruth and Eddie Sherch(ph) —
318,Okay.,"— cousins. And their daughter, Elayne(ph), who eventually settled in Providence, Rhode Island."
319,"Okay. Do they all live in Newport News, in that one little house before — Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ” June 8, 2016","Well, they started —"
320,That’s where they started.,"There was Paul Morgenstern, Bill’s brother, and he set them up in a similar business, in neighboring Hilton Village."
321,Similar to his own?,"Yes. Just three, four miles from Newport News, down the road, on route 60. He didn’t like it, so he and his wife and daughter Edith, they moved to — I think it was Brooklyn."
322,Okay.,"And he got a job in a silversmith company, I can’t think, it was Gorham(ph), or somebody up here. And he became quite well-to-do. There was a Max Loeb(ph), as I mentioned. There was Ludwig Moritz(ph), who had married a Stern sister, and their daughters, Margo(ph) and Beatrice. There was my father’s brother Joseph, and his wife Tilly(ph), and Joe — Joseph, who I remember, whenever you met him, as a kid, he always reached in his pocket and brought out a piece of candy he offered you. He opened up a small hardware business in Newport News."
323,"And this sounds phenom — for somebody who is not well-to-do, who himself had the worry of how do I put food on the table, the more you mention names, the more I think, what an amazing person he must have been. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016","I understand that he discussed law with a friend who was a lawyer, and he became quite adept at th — not — not that he practiced it —"
324,Okay.,— but he was quite familiar with the laws.
325,So he knew it.,Yes.
326,In order to be able to get people over.,Right.
327,Was — did he ever have any help from anybody? Did the congregation help?,"Not that I know of as, you know, handing him money, no. Not that I’m —"
328,"Or taking people in, let’s say, letting them — letting them —","I’m sure — I’m sure there were people that did, not that I can tell you who they were, or anything like that."
329,Okay.,"I mean, he was quite influential in the congregation."
330,Was there a large Jewish community in Newport News?,"A decent size community. At that time, the shipbuilding industry, th — because of the war, brought in a lot of people. And, of course, the army and the air f— corps — we’re near by Langley Field, Fort Eustis, which we know is Fort Useless. Fact, Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016 just since we moved here, I met a family, and they were stationed in the area, and he worked at Fort Eustis, and when I said Fort Useless, he laughed."
331,He knew what you were talking about.,Right.
332,Yeah. Was it all extended family members? Were there others?,"Probably others as well, because while I’m familiar with the family members that were brought over, he had gotten other people to sponsor other immigrants, and I’m not familiar who they would have been. Either the sponsors, or the immigrants."
333,"Did — did you maintain sort of like, social relations with him? Did you visit him at his home often, or when s — once your family left, was it a rare thing that you saw them?","The — we mixed quite a bit. And there was another family, another member of the Stern family lived in Newport News. She had married Ike Spiegel(ph)."
334,Okay.,"And Ike Spiegel(ph) has a business, appliances, right around the corner from where my father had a bi — his grocery store."
335,Okay.,"And it was tradition that on Sunday we visited Ike and Bertha and her family, for dinner. And it was always southern fried chicken. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ~ June 8, 2016"
336,No kastanien und kvetchin(ph).,No.
337,"Did you socialize also with his children? Now, you mention Ernestine, and a son —","Somewhat, yes."
338,"Somewhat. Was he ever recognized in any public way, for having sponsored so many people over?","No, not that I know of."
339,Okay.,"As — remember, I left Newport News when I went to college."
340,"Okay, that would have been in 1940 —",Seven.
341,Okay. The war had ended.,"Yes. And after — right after that, and when I graduated, I was inducted into the army —"
342,Okay.,"And when I was discharged from the army, I went to Fairmont, West Virginia."
343,Got it.,"So, at that point, my associations in Newport News were extremely limited. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ~ June 8, 2016"
344,"When did you learn of what had really happened to the Jews of Germany, and the Jews of Europe?","Well, as we — we followed the war, you couldn’t help but be aware of what was going on. My mother constantly talked about it. In fact, at one point, William cautioned her not to be so public — public about it."
345,Why?,"Because the influences of Henry Ford, Father Coughlin, and so on, were also felt in Newport News, and didn’t want to bring anything to bear on the Jewish fa — congregation."
346,Let’s talk about this a little bit. Did you have a social life outside of a Jewish community?,Not really.
347,"Okay. And did you experience any kind of — I mean, the common word would be anti-Semitism, but —","Oh, yes."
348,You did?,Oh yes.
349,How did it express itself?,"Well, when you’re called a kike, Christ killer, you know what’s going on. https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ~ June 8, 2016"
350,"Was this at school, or is this in the streets?","Yeah, it was in school."
351,It was in school.,"I'll mention a couple of things. I played football. At one assembly in high school, the coach was passing out the letters and so on, and I remember him saying, I knew we would have a winning season, because I have a Jew on the team."
352,And how’d you take that comment?,Pass it over.
353,"So this is the second time someone — it’s not a kid, it’s someone in authority.","Mm-hm. And yet, probably at the time, the most successful basketball coach in Virginia was Julie Kahn(ph). As we called him, Madman Julie. During games he would get so worked up, he would actually froth at the mouth. But he was athletic director, as — was basketball and track coach."
354,"Did your father experience this in his business, as far as you know’?",He never mentioned it.
355,"Okay. But William Morgenstern tells your mother, don’t talk so much?","Right. It’s not unusual. We have — I’ve experienced a few incidents. For instance, when we first moved into Vantage House —"
356,"Here, where you’re living now. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern * June 8, 2016","Yeah. I was asked whether I would conduct some services, and I started. And at one point one of the residents, a Jewish, said we don’t want so many services. We don’t want to call attention to ourselves."
357,Still.,"I can recall back in Fairmont, I was conducting a campaign — | think it was for Israel bonds. It was either Israel bonds, or JNF. I forget which, cause I did both. But the person that had been running the campaign, was approached by the fellow that came from Pittsburgh to oversee the campaign, to have a public event. He said no, I won’t do it. Well, I was president of B’nai Brith at the time, and he asked me to do it. So I said, okay. And we set up a dinner meeting in a hotel."
358,"This is West Virginia, mm-hm.","And, in addition to the Jewish people, I invited the presidents of the local banks, cause we were trying to sell — it was bonds, now that I remember putting it together, we were approaching the banks to buy bonds. And we had a young man playing the guitar and singing, as entertainment. So he did his shtick, and he started to talk, and the most influential — one of the most influential people in the community, a Jewish doctor, got up and came to table; I was sitting with a friend. And he said, stop him. And my friend got up, and went up to the entertainment, said, no pitch. And the reason was, he didn’t want to make a big deal of Jews. And after that, when I met https://collections.ushmm.org Contact reference@ushmm.org for further information about this collection 56 Interview with Henry Stern June 8, 2016 with the — the representative of the campaign, I said, this will never happen again. And we had open campaigns throughout, afterwards. Not only for JNF, but also for Israel bonds. And we invited — members of the family brought members of the family to all the events."
359,"These last two incidences that you mention to me, sound like internalized responses, rather than an external —",Right.
360,— manifestation.,"Haven’t you her — haven’t you heard of the camp — in the current campaign, we don’t want Sanders as president, because he’Il think that anything goes wrong, it’ll fall back, they’ ll accuse the Jews? I’ve heard it many times. There is a certain insecurity that manifests itself at times."
361,How do you react to that?,"I said forget it. Let’s go on. We have services twice a month here now, and it’s publicized, well publicized. Every time we have a service, it’s in the newsletter. It’s in a sign in the elevators, when we have services. We have the afternoon group of the NCJW meeting here."
362,"Going back to your younger years in Newport News, many people from Europe, refugees, would say that when they came over, before the war, and they Contact reference@ushmm.org for further information about this collection Interview with Henry Stern >"" June 8, 2016 ended up in the south, they were taken aback by what they saw as racial discrimination, when they would arrive and see that there are different facilities for white Americans and African Americans. Did things like that exist in Newport News that collided, let’s say, with your life, with your world down there?","There was definitely segregation, there was discrimination, and it got to the point, especially the further south — well, we — there were reports, when th-the civil rights movement was going on, that Jews didn’t want the young people — Jewish young people coming down. We have to live here, they would say. I’m sure you’re aware of that."
363,"The community that you lived in, the na — the com — the neighborhood or so, was it a homogenous neighborhood, or was it gentile as well as Jewish?",Mostly gentile.
364,Mostly gentile. And mostly white?,"Yes, all white."
365,All white.,We were in the south.
366,Okay.,"For instance, I mentioned that the — the grammar school was right down from the high school. There were separate high schools. There was Newport News high Contact reference@ushmm.org for further information about this collection Interview with Henry Stern June 8, 2016 school, and I forget what they call it, but the blacks had their own. And the days were separate but equal — so called."
367,"Did you e — did you ever go back to your — you mentioned earlier, a trip that sounds more recent, but before then, did you ever go back to Europe, after having moved here to the States?","Well, we went to Paris once, and London."
368,Okay. But not Germany?,No.
369,"And the first time you set foot in Germany again, was in what year?","Actual year, I don’t recall the actual year, but it had to be in the 70s, 80s."
370,"Oh, I see, so that far back?",Yes.
371,"So — but is that when you — you went with your daughter, or is that more recent?",Yes.
372,"Uh-huh, you went with your daughter in the 70s or 80s?",Yes.
373,"Okay. And — and then later, she went back, or another child went back —",Yes.
374,"— and found the house. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ~ June 8, 2016",Right.
375,And was it — did they maintain any kind of tie with the people who now live there?,Not that I know of.
376,Okay. Did you af — did you see the pictures of the house?,"I have seen pictures of the house, yes."
377,"Okay. But you yourself, after the 70s or 80s, never went back’?","No. I had decided I was going back, very recently. Rita and I had planned a river cruise from Frankfurt to Amsterdam. We had our tickets, everything was planned. And I had contacted a person from the tourist bureau in Frankfurt. And I’m — told what I was thinking about, and I would like to go back to see Rohrbach. And asked him whether there was transportation available, of any kind. Replied that he would meet me, and he would drive me. He was very friendly, very solicitous. But unfortunately, something happened, and I had to cancel the trip."
378,Oh.,So that’s gone.
379,When you — so you’ve been back one time to Germany.,Yes.
380,"And you were there for how long? A week, two weeks? Contact reference@ushmm.org for further information about this collection Interview with Henry Stern ."" June 8, 2016","Well, I think, about a week."
381,"Okay. Did you feel — did you feel comfortable, or uncomfortable? Not in your environment? I want to get a sense of what was it like for you when you did go back.","It was all right unt — except for one incident. We had put up one night, I forget where, in a—I guess you would call it, almost a bed and breakfast type of affair, an apartment building. And I had con — talked to the man about paying the next day with my credit card, and he said, fine. So the next morning, when I went to pay pare —and I talked to his wife to take my credit card, he said oh, no, no, no, we can’t take it, you ha — you have to do that in advance. And so quickly I sprouted some German. Where it came from, I don’t know. She said okay, okay. She took it."
382,So you re — you still could recall it?,Yes.
383,You still could recall German.,"Some, I — I can recall words at times."
384,Okay. Is there anything else that you could tell me about Mr. Morgenstern and his efforts? And when you say he was given permission to sponsor 125 people — or was it 120?,"Hundred and twenty-five. Contact reference@ushmm.org for further information about this collection Interview with Henry Stern "" June 8, 2016"
385,Hundred twenty-five. Was — does that mean that the U.S. government allowed him to sponsor the 125?,Yes.
386,Over time.,Yes.
387,Okay.,"There’s some things I might mention, that we haven’t gone into."
388,"Yeah, please do.","Directly across the street from our house in Rohrbach, was the synagogue."
389,Okay.,"From the information I’ve gotten on the internet, there were three tourists, they disappeared. The building was sold at auction for around 500 marks — 560 marks, I think it said."
390,When?,"It was a forced sale, and there are no records of that money ever having been paid. I thought that was interesting."
391,It is interesting. It is interesting. So this was clearly in the 1930s.,"This was in °39 — 38, °39. Contact reference@ushmm org for further information about tis collection Interview with Henry Stern °* June 8, 2016"
392,"And you have not found any re — any document talking of any restitution to anyone, for that building?",No.
393,Okay.,The Jews had disappeared. And apparently they made no effort to try to locate any that may have emigrated.
394,Who would be the rightful owner? Which legal body would be the rightful owner of that synagogue?,"Well, depending on — I see there you’re getting to a legal matter — depending on the validity of the auction sale, who — who bought it — there’s no record of who the buyer was. As far as any Jews — well, the Jewish congregation —"
395,"Yeah, that’s what I mean — I meant.","— family, who’s left? I’m the only one from my family left."
396,"From all of these people who were brought over, you’re the last one?",Yeah.
397,You’re the last Mohican?,Yeah.
398,"Okay. Is there something you’d want the people of Rohrbach to know, or to — Contact reference@ushmm org for further information about tis collection Interview with Henry Stern “ June 8, 2016","Well, the people in Rohrbach now, have no recollection of this. They re — they weren’t born then. But they have — the community has a history, their parents or grandparents, they share in a responsibility for what happened. They can say if they want to, that they didn’t know, but God, who do they think they’re kidding? They had to know. Just as the Poles say they didn’t know that we had concentration camps around the corner. They had to know."
399,"Well, they were in them, too. There were millions of Poles in those concentration camps as well.",Yes.
400,"How did Mr. Morgenstern — how was her — his final years? Do you know? Did he continue working, and retire from his china shop? Do you know what happened to him?","Well, I remember that from the 61% Street house, they bought another house, overlooking the James river, which was just a mile or so away. Was a nice, small house, well taken care of. And he used to sit out on his back lawn, looking at the sunset, as it disappeared — the sun disappeared over the James river bridge, and so on. He died, I think, in ’56, or ’57. He had retired. His son Jules had taken over the business."
401,"Did the kids know of all of his activities, and what he had done? Contact reference@ushmm.org for further information about this collection Interview with Henry Stern “"" June 8, 2016",I think so. Ernestine certainly knew quite a bit about it.
402,"Are they both a-alive still, the children?","Ernestine is alive. In fact, we’re going to see her next week."
403,"Ah, okay. Okay. Is there anything else you’d like to add to our interview today’?","I really can’t think of anything else, no."
404,Okay. In that case —,I’m just glad to be here.
405,"Thank you. And thank you for sharing all of this with us. And I’Il say that that concludes the United States Holocaust Memorial Museum interview with Mr. Henry Stern, on June 8"", 2016. Thanks again.",Thank you. Conclusion of Interview
