num,question,answer
200,Because you didn’t know him? You didn’t know him very well?,"Not just, no, no, no. I didn’t have his address, I didn’t have anything. I don’t -- I thinks mine husband wrote to Israel, to some -- to some place, and he got the address. Or -- no. No, no, no. We had friends in Israel, and he called to mine -- to our friend, and mine friend went to mine uncle. And I think this how it started."
201,Mm-hm.,"I think so, but I -- we -- yeah, we have friends in Tel Aviv, yeah. And mine uncle was living Banai breck, I think. So I had a uncle, and a aunt, but they are deceased. But I have a cousin, I’m very lucky to say. USHMM Archives RG-50.549.02*0071 “4"
202,"Mm-hm. Their daughter, or son?","They have some -- few children, but the children I don’t know."
203,"Uh-huh, uh-huh.",I knew them when they were little --
204,Yeah.,-- but not -- they’re grown people now.
205,Yeah.,"I would love to see them, but --"
206,"Yeah. So you had -- you’re here, you have two children now.",Yes.
207,A son and a daughter.,Mm-hm.
208,Your oldest daughter was born --,A month --
209,A month after you [indecipherable],"-- after we arrived to America, yes."
210,And wi -- and then what was -- what was happening in your life at that time?,"I -- Iwas home for -- for many years with the children, taking care of the kids, taking care of the house, doing what I had to do. And later we were living a few years, and we saved some money, we put a down payment of this house. I don’t know how many years we were here when we -- we moved twice, from one apartment to the other one. USHMM Archives RG-50.549.02*0071 °°"
211,What year did you move in here?,In ’57.
212,*57.,"Wait a minute, °56 or ’57?"
213,Uh-huh.,"No, I think ’56, because Roma was born 1n 757."
214,"Uh-huh, in this house?","Yeah, in this house."
215,Mm-hm. So that’s three?,"Yeah, three."
216,And now -- but there’s four kids.,"Yeah, ra -- Debbie was born. Debbie’s 41 -- four years later, after Roma."
217,"Uh-huh, uh-huh. So the kids were in school, and --","Joe and Maria were in school, and I was with those [indecipherable] things."
218,Yeah.,"And later my husband open a business, I was helping him."
219,What kind of business did he have?,"TV, electronics"
220,Oh yeah.,Yeah.
221,Mm-hm. What was the name of it? USHMM Archives RG-50.549.02*0071 °°,"Colony TV. Colony, C-o-l-o-n-y."
222,Colony.,"Colony TV, incorporated, yes."
223,"Uh-huh, and you were working with him?","I was a receptionist, I was everything."
224,Did you like doing that?,Yeah.
225,I bet. Meeting people all the time.,"I love people, I told you. I met wonderf -- nice people. People even call me, didn’t, you know, and they said, “Oh, I like to talk to you. Are you Chinese?” I said, No, ?'m American with the accent.” I am."
226,"Yup, yup. And when did you become citizens?",Five years after we arrive here.
227,Mm-hm.,"I wa -- [remembered when we went, and a man went with me because we had to sign the papers, and I was so excited, I was -- how do you say it, I was -- you could see on mine face, I was so happy. Mine goodness, I forgot fo -- this words, I was so happy, I was ecstatic, yes?"
228,"Ecstatic, right.","Es -- I was so happy. So the judge ask me, “Do you like it here?” I said, “Look at me. Don’t you see I love it here?” And we had ups and downs, like you know, when you USHMM Archives RG-50.549.02*0071 *7 come to a new country, you have children, and you have to take care of things, you know. So -- but we were happy. We could go and do whatever we want to. You want to go to school, you could, which was very important, but I didn’t have time. My husband said I could, but --"
229,"Yeah. Fr -- that’s -- you got a lot of kids, a lot -- lot to do.","And I had other children too, coming to the house, when their mother’s went so -- to the doctors, or someplace, take the kids to Sonia, okay. And I love kids. This is my -- ouf- our future. And those kids are wonderful, all those kids are wonderful."
230,Yeah.,"So I give back something to this country, which we should, every one of us."
231,"During those years when your kids were young, did -- did they ever start to ask you about your background, and you family, and --","Yes, yes."
232,Who asked?,"Mine daughter. Mine daughter sit with me, and she said, “Mommy, please, could you tell me something about mine grandmother?” Because she knows I went someplace, and they -- people asking how is your grandmother, and so I said, “We don’t have a grandmother.” And so were explaining the best I knew how. One day she came home, and she sat with me, and I was telling her about my mother. Beauty -- everything -- nice things. I told her that I came from a very happy home, very loving home, and sh -- blah, blah, blah, I was going to dancing school, and I was doing this, and just -- and [indecipherable] and I start crying, and that’s finish, she didn’t ask any more."
233,She didn’t ask.,"But you know what I done is I read a lot. She ask other people. But whenever they show -- they show something on TV, she didn’t want to watch it. Because I was sitting, she just put up this ca -- handkerchief for me, so when I cry, you know. I says, “Maria, why don’t you sit, so you can learn our history?” She says, “Mama, I know a lot. ’'m reading a lot, and I’m asking questions.” So I went to temple, so maybe they ask the rabbis, too. But I was -- I was telling them. Joe -- Joe went -- Joe went to is -- my son went to Israel, and when the war start in Israel, he went, he volunteered to Israel."
234,Really?,Yes.
235,In ’67?,"Yeah, I -- I didn’t tell him. I -- I told mine friends not to come here, because not to tell him how to do it a -- he done it, and he went to Israel. And he said when he was there he was reading everything and asking people. And you know, some people don’t speak English, but he sp -- understood Polnish, so they were speaking Polnish to him."
236,When he was [indecipherable],"And he went -- when he came back he said he was just going to go -- gonna go work for the Jewish people, yes. And he was working in Hillel, and later he was doing other things, and when he finish his studies, later he was working for the Holocaust Museum. Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 *"
237,Mm-hm.,He was the National Campaign Director.
238,Right.,"He’s anice -- he’s a lovely guy. And he was working very hard, like for himself."
239,"Did he ever ask you those questions directly, about what had happened to your family, or did he --","Yeah, we -- we were telling them, but we told them -- we were telling them in a nice way. And we was telling them that we have still good people everywhere. Because it’s true, we have good people, thank God for it."
240,"Yeah. I -- I guess that it would be -- you would have a fear that they would begin to be angry, or --","I told them -- do you know what the Germans asked me after the war? Do you hate us? I said no. I said, “You know, you hate yourself enough.” And something is going to come, somebody has to pay for what’s happened to us. I don’t hate anybody. I would have to hate myself before I hate somebody else, yes. I told this to mine grandson, you know, that you shouldn’t -- you should love people, you should look up to be kind, to const -- be considerate if you see somebody older, give them the seat. That’s how I was raised. So -- and I told him you shouldn’t hate anybody. You should be very polite to everybody, because you never know. If somebody talks to you, stay and listen. Even if you don’t understand, listen and ask to explain. So he told the teacher at school, and the teacher called me. Just ni -- it was -- it’s -- Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 ”"
241,What did he tell the teacher?,"He told the teacher of -- you know, she ask him about the grandmother, because she met me --"
242,Watch this microphone [indecipherable |,"-- because she met me one day, I was at school for a PTA meeting for my grandson. So she -- sh -- he said to -- she said to him, “Tell me something about your grandmother.” So he was telling her. Said that’s good."
243,What did he tell her?,What I told him.
244,About?,"About not to hate people, that people are good, to be kind, you know. And she called me to thank me. I said, “You don’t have to thank me, that’s how I feel.” Well."
245,"So your son Joseph, and -- he went to Israel in the late 60’s, and --","Yeah, when the second -- when the war was in Israel."
246,And did he join the military?,"No, no."
247,No.,"He was working in a kibbutz. But many people went there from Holland, from other countries, yeah."
248,Were you glad that he went?,"Now, I am glad. Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 “"
249,Now you are.,"But I was -- I knew that he is going to go. I know that I -- my husband was [indecipherable]. I knew that I cannot stop him, but I was -- do you know, when he left to the airport with my husband, I didn’t go with him. I couldn’t."
250,You were too worried.,"I was -- I knew that he is going to be okay. And I call all mine friends, and I told them that he is going to be there. But, you know what’s in your mind, what you thinking about. He was the only one in Richmond who went. Sold everything, everything what he had. He was at school, he took at -- he took off from school, and he went to Israel."
251,He was in college?,"He was in college, yes."
252,"Uh-huh, uh-huh. How long did he stay?","The whole time -- I-I don’t know, a year? Ma-Maybe more than a year."
253,"Did he stay in touch with you, did he --","Oh sure, sure. Mine daughter went too, but she was exchange student, yes. Roma."
254,"And ha -- do you think that changed him in any way, that experience?","He was always ow -- very cont -- co -- how do you say, conshi -- cons --"
255,Conscientious?,"Yeah, a very good person. When I wa -- I have to tell you something. When Joe was born, and I was nursing him, I was telling him about -- I said, “You know, Joe, when you grow up, you gonna be our leader.” And that -- one child to the baby speaking. And I was USHMM Archives RG-50.549.02*0071 % telling him oth -- I think he sti -- he remembers those, he tells me, “Mom, I remember what you told me.” I said Joe, you [indecipherable] he’s a very ni -- very nice person. Quiet, good, handsome. He is. Has a nice wife, nice children, which I’m very grateful for. I -- I’m grateful for every little thing."
256,"So this is now, we’re in the late 60’s, and there was a lot of -- the Vietnam war is going on in addition to that.",Mm-hm.
257,"The Civil Rights movement was going on in this country, when black people were trying to win their equal rights. How did you respond to those kinds of major --","I didn’t like what they were doing, because to me everybody’s the same. Every human being deserve the best. Don’t you think so?"
258,"Mm-hm, mm-hm.","They are children, fathers and mothers, grandmothers, grandfathers, everybody. When I came and I saw those things -- when I came to America and I saw how they treat them, I couldn’t take it. And I was living in a -- you can say fr -- was black people, black and white there in my neighborhood, who were telling me stories, and I couldn’t -- I couldn’t take it, there was too much. We cannot compare anything, but it was too much. I couldn’t understand it. You live in a country, and you treat people who live here, who are born here, differently. I-I just couldn’t understand this. And I s -- what a change a lot, because I had -- we had many friends who were going to college. Wonderful, wonderful people. To me it doesn’t make any difference. People are people. USHMM Archives RG-50.549.02*0071 *"
259,Yeah.,"We have good, and maybe a few not so good, but you can change them. I do many. I see good in everybody."
260,Did you ever have any -- experience any kind of discrimination because of you’d be -- because you were Jewish --,No.
261,-- or because you were foreign?,"No, I just had a gun put to mine head."
262,You -- you did?,Yes. But I’m here.
263,Where did that happen?,"In our shop, in our shop I was --"
264,Oh --,[indecipherable] but it’s okay.
265,-- was it a -- somebody trying to rob the store?,"Somebody’s tried to rob us, but they didn’t rob us, was not [indecipherable |"
266,Good news.,This was a very bad experience.
267,Yeah.,Yeah. It’s maybe 20 years ago.
268,Uh-huh. Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 “,Yeah.
269,Do you think it had anything to do with who you are --,"No, no, no."
270,-- or just random,"Just a random. No, no, no. I didn’t feel any discrimination by anybody, and when I tell them -- I tell somebody -- people ask me, who -- who are you, what is ya -- that -- I said, “T’m Jewish.” And later I tell them that I am Catholic, and Baptist, and all those things, all th -- and what real difference? You can pick up whatever you want, I’m going to be today for you. What -- what [indecipherable] difference --"
271,Right.,-- when somebody’s kind?
272,Did you go to synagogue when you came here?,"Yes, went to Betahabba, yes."
273,Uh-huh.,"Very nice, but I have mine own religion."
274,You do?,"Mm-hm. I listen to the rabbi, because -- but after something like we went through, we have -- I mean, I’m going to talk about myself, I have my religion."
275,Yeah.,I believe in God.
276,Yeah. USHMM Archives RG-50.549.02*0071 *,I do.
277,Can you tell me something more about that?,About what?
278,About your own beliefs?,"I believe that we should be giving to -- be kind to each other, look out after each other, yes?"
279,Mm-hm.,"It doesn’t hurt to be kind, and -- and -- and even help somebody, somebody needs help. I don’t know what to tell you."
280,"Do you ever disagree with the rabbi, about any --",No.
281,No.,"Sometimes when I go to services, you know what I’m thinking about."
282,About --,"Mow -- mine parents, this 1s the first thing, mine home."
283,Right. Every week?,"No, no, no, no."
284,No.,Not every week. I don’t go every week.
285,"Did you ever have -- did you have people to talk to about what you had been through in those first, you know, years after you came here? USHMM Archives RG-50.549.02*0071 ""°",I couldn’t --
286,You couldn’t.,"I couldn’t speak about it. I couldn’t. And I remember a lady came here, she said -- I was very happy t -- I didn’t know her, she came in, and I asked her to sit down, and I make her something to drink. And later I said let’s -- I ask her [indecipherable] she need for me to tell her something, or -- you know, I didn’t know her, but she came, she was very nice, and she said she came from -- she came -- she came for me to tell her mine experience. I said, “Look, you can’t,” --"
287,She came from where? I’m sorry.,"She a -- she’s from America, she’s a lady, she’s -- I said, “You know, you should let me know a few days before. I am not too -- up to it, please, and give me a rain check.” You know, I didn’t want to speak about it. And the next time when I saw her, I just told her that I’m here, and I’m delighted. I -- I couldn’t, I just couldn’t. You can ask a soldier, American soldier who went through. He can’t -- they couldn’t speak either. Because I met many American soldiers here in Richmond. They couldn’t talk. I don -- I remember there came s-some doct -- a ri -- a man came to our store with a lady, he’s doctor and she’s his nurse, to -- to do something, and we start talking. And you know, I have a -- I have -- you know that I have a accent. I said hello. So the lady said to me, “Sonia, ask him where he was in 1944.” So I said, “Do you mind?” He said, “I was in Dachau.” No, he said, “When I was liberated the people, I was younger, and I was in Dachau. And this 47 USHMM Archives RG-50.549.02*0071 is my nurse, who was with me.” And I just went without nothing, just went and embrace him, and hug him, and give him a kiss. End of Tape One, Side B USHMM Archives RG-50.549.02*0071 % Beginning Tape Two, Side A"
288,"This is a continuation of a United States Holocaust Memorial Museum interview with Sonia Brodecki. This 1s tape number two, side A. So you were telling me at the end of the last tape that you met this man, he came to your store, and he had been a liberator --",Yes.
289,"-- at Dachau, and you hugged him.","Yes, I -- I -- I didn’t even think, but you know, he was mine hero. All the soldiers are heroes, every one of them. And they were all -- see, I was liberated by the Russians, but doesn’t matter. But look at the Americans, what they done. And they suffered, believe me. And I wish people would give them more respect, the older people here in this country. They deserve it."
290,Yeah.,"And the families, too."
291,"It’s interesting that you felt a kind of a kinship with him, because you can talk about what had happened, and you sort of suggested --",Iki -- I --
292,"-- that it was hard for him, or hard for soldiers to talk about what had happened to them, too.","Sure, because I knew how hard it was for us, and I went through a lot, a lot. A lot soldiers were mistreated and hurt, and put to concentration camps, too. I tell all the sold -- even if I don’t know them, I tell them you are mine hero. They just give me this look. I USHMM Archives RG-50.549.02*0071 » said, “Please take my word for it, I know what I’m saying.” So they stop and talk to me, because they are our heroes. That’s why we can sleep in peace at night. Nobody [indecipherable] us, nobody bothers us."
293,"What about the other survivors that you knew, did you talk to them, or was -- was it just kind of understood that people didn’t want to talk, or --","Some -- some people are here who are survivors, but they were not in concentration camp. They survived [indecipherable] other things. They survive a lot, too, but some survivors speak about those things, I don’t want to say. I -- I speak about wonderful thi -- I speak about our children, our -- our -- where we gonna go, what we gonna do. The first time when I went to the Holocaust Museum when they open, my husband went, Maria with her boyfriend, and I went. I couldn’t look. I was there -- a lady was there who saw -- she looked and she saw her picture when she was 17 years old, and she start screaming. And late -- the first thing when I went in, you had 1s the -- the German soldiers beating somebody, and right away you know what came to my mind, mine father and those Nazis. And when I went in, I cou -- I couldn’t look. I just couldn’t. It’s -- it’s -- I was a few times there, and I couldn’t. Everybody was going, and I was going that way, until I came to the -- to the little car, the jus --"
294,The railroad car.,To the little car. Then it got to me. A lady collapsed there. I -- I was -- I was just --
295,"Yeah. In those -- in those years, or even now, do you -- do you try and understand what happened? Is there a way to explain it, or do you -- Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 *°","I do -- I -- I still don’t understand. Why? What did we done to people? I -- I -- I -- how can I understand those things? I would -- I would never be -- I don’t know. I just don’t know how to even express myself. When I was growing up, I was think that everybody’s nice, and kind, and good. Something like that -- so many chi -- I s -- I saw all those things happen. I saw things like that. Hm?"
296,"Yeah. Let’s go back to when your son -- your son went to Israel, he came back.","Mm-hm, mm-hm."
297,Did he finish college?,He went back to school.
298,He went back to school.,"He went back to school, yes."
299,Uh-huh.,"He finish in Richmond, and he went to kay -- Cay Western res --"
300,Case Western Reserve.,"Yes, uh-huh. And he -- were few people chosen, he was between those people. So he’s"
301,"On scholarship, did he go?",I don’t remember.
302,Uh-huh.,I don’t remember.
303,Uh-huh. Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 >t,"We didn’t have the money really, but maybe he did, scholarship and [indecipherable]. But it’s okay."
304,You must have been really proud.,"I wa -- was very proud. But I would be proud, doesn’t matter what he would do, cause he’s -- he’s very mu -- he’s like his father, he’s wonderful. Wonderful with people, makes friends wherever he goes. And he -- my husband the same way. That’s how it’s supposed to be. But I remember when Joe was going to Israel, I just couldn’t go. I dressed mineself, and I felt so bad that I didn’t go."
305,What do you mean you dressed yourself? To get ready?,"To go -- to go with him. I just couldn’t. Couldn’t sleep the whole night, I couldn’t go."
306,"Really? Did you have a ticket to go, and you changed your mind?","Yes, Ij -- I just -- no, I didn’t have a ticket to go to Israel, just to the plane --"
307,"Oh, to the airport.","-- to -- to -- to the airplane, to -- you know, say good-bye to -- I just couldn’t, I said, when you come back I’m going to see you, I just don’t feel so hot today, so --"
308,Mm-hm. Did you --,I am very -- how do you say it? Iam very psyche. I’m psyche.
309,Psychic?,"Psychic, yes."
310,Meaning what? Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 »?,"With mine son, if something happens, I can -- I can call him and tell him what’s going on. Not always. He broke his arm, and I was upstairs, and he was downstairs at the door. I said, “Does it hurts very badly that you broke it very bad?” He said, “No, I just hurt it.” I felt it."
311,You felt it?,Maybe because I was so young when we grow up together. I don’t know.
312,"Hm. That’s interesting. Do you have that same connection with your other kids, too?","Well, it’s not with everyone, but with mine husband. When I call him, I ask him, did you [indecipherable] did you go -- how do you know this? I tell him I don’t know. It happens, maybe, I don’t -- it has to."
313,Yeah. Or you let it happen.,"Yeah, I let -- like you said, it -- thank you, I let it happen."
314,"Yeah, yeah. So tell me about your girls. And he -- he -- they were younger than your son.","No, Joe was the oldest."
315,Yeah.,"Later came Maria, later on, and Debbie is the youngest one. Debbie is married, has a son, Dylan."
316,Dylan?,Mine pride and joy. [indecipherable]
317,How old is Dylan? Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 *°,"Dylan is going to be 13, this Dylan."
318,"Oh, oh boy, redhead.",Yeah.
319,Uh-huh.,"He’s such a sweetie, smart. Such a sweet guy. You know I -- he comes and he said, “Do you need mine help?”"
320,Oh.,"He calls my husband, he said, “Your lovely wife wants to speak with you.”"
321,Do they live here?,"They live in Richmond, yeah."
322,"Oh, that’s good.","He was with me yes -- when they were putting the [indecipherable] in. So I messed up here, so he was taking care of me. I let him."
323,"Mm-hm, mm-hm, great.","Yeah. And ma -- Maria is not married, and Roma is not married."
324,So they’re working girls?,Maria is looking for a job. She lost her job af-after 25 years.
325,Oh my goodness.,And she’s looking for what she wants. But she’s gonna find it.
326,Sure.,She will find something.
327,Yeah.,"Yeah. They have nice na -- and Roma moved from Washington to New Jersey like you -- and I told you, yes. She was here les -- two weeks ago."
328,Mm-hm.,Yeah. So has --
329,And your husband has had this business all these years?,Yeah.
330,He still has it?,Yeah.
331,Yeah.,Mm.
332,And you be --,He loves electronics. He loves it.
333,Have you been working with him all this time?,"I was Friday there for a few hours, this is doing the bookkeeping."
334,"Oh, you’re the bookkeeper?","No, I’m not, I’m preparing for the bookkeeper, but I’m learning, and I told him to please, if I do mistake, write me a note. He said I don’t need it. So I’m grateful for it, too, learning something. It’s never too late, huh? USHMM Archives RG-50.549.02*0071 »"
335,"No. Let me ask you about for the last 20 years or so, in this country, since the late 70’s, early 80’s, there’s been a lot of awareness here about the Holocaust, and me -- much more films, and --",Books.
336,"-- books, articles, 1t’s everywhere now. For a long time you didn’t know too much about it, at least not in a public way.","Yes, I knew about it."
337,You did?,"Yes, they were telling us in the Jewish center, and I read some books, too. But I mean, I’m grateful for it, that they wrote, but you know, you have to feel it on your own self. What people who -- some -- people understand. Some people say never happen. I don’t fight with them. Fine. But a guy came to mine shop, and we were talking, and he said, because I have little things written down on cards, and hang up every place -- something from the Torah, something how you should, aw -- beautiful things. We talk, and he ask me, “How long are you in America?” I said, “A few years.” I said, “I’m longer than you are, and you speak better English than I do.” So an -- and you -- because you were lucky, you went to school here, you know, and I couldn’t. I was deny -- we -- we were denying to go to school when we were young, too. So we were starting talking, and talking, and he ask me why -- I told him I came here after the war in 1949. He was a little bit older than I, and so he said to me, “Where were you?” So I said, “I am a survivor from those USHMM Archives RG-50.549.02*0071 ° death camps.” “You are really?” I said, “Yes, I’m really.” And my husband has, you know --"
338,A number.,"Well, he asked me where’s your number, I said I didn’t have a number, I just had a little thing like the soldiers, fifty th -- 53354, my number."
339,You had it on a brace -- on a necklace?,"On a little things -- no, a little something hanging, you know."
340,"Uh-huh, but you didn’t have it --","Later, they took it away from me because --"
341,You didn’t have a tattoo?,"No, not a tattoo. Well, we’re talking and talking, and he looked at me, said, “Is it really true?” You know, I said, “I had a mother, and a father and a brother, and a family, and uncles, and aunts, and friends, and teachers. It’s true.” He looked at me, he said, “Because people were telling me, and I didn’t believe them.” I said, “Why not?” “Because they were pushing it on me.” I said, “They didn’t push it on you, they were maybe [indecipherable] I would think, but it’s true.” He said, “You know, I believe you.” I said, “Okay, thank you.” And then he -- “I wish I would have -- I would tell you that it never happened, but it did happen.” He kissed me, and he thanked me, and he went."
342,This was just a man that came into your store?,Yeah. Now he comes in from time to time. That’s okay.
343,"But in these years -- in these last 20 years, a lot of survivors have been getting together? In groups?","No, no, it’s -- no-not -- not -- not here in Richmond, because many passed away, and a few are -- we talk to each other from time to time. We went to weddings of the children, to -- to 50 wedding anniversary, and it’s nice, but you know, everybody has a life, and they are busy. But when we see each other we are very happy to see each other. But with some you make friends, with some -- like I vi -- like [indecipherable]"
344,"Have you been -- so you have not been active in any kind of survivor’s groups, or I know that -- you have?","Yes, I was, yes I was."
345,And what --,"But now I’m not too active, because I have -- I am active, I have to take care of myself, so --"
346,Yeah. What kinds of things did you do when you were active with those survivor’s groups?,"We -- we were getting together, we had lectures."
347,Lectures?,"Yes, and I had people coming from other cities, to meet with each one, speaking in University of Richmond, survivor."
348,Talking about?,Talking about the same thing we are talking now.
349,Their experiences.,And Elie Wiesel was here to speaking.
350,Uh-huh.,"Yeah, you know, you know who --"
351,"Elie Wiesel, yeah, yeah.","I call him Wiesel, he’s a --"
352,"Yeah, yeah.",-- he’s a -- Elie Wiesel.
353,He came to speak at the university?,"To -- to the University of Richmond, yes. We had other speakers. And it’s -- for us it’s a little bit harder, because sometimes we have the children, the grandchildren, so you know. I was very active, and I was going dancing with mine husband a few times a week. This was very important. Now I don’t."
354,No?,"I go to weddings, but -- so, this is the [inaudible]"
355,"So how -- how do you think that being a survivor 1s -- 1s -- affected your life? I mean, it’s an obvious question, and I mean, it affects you in every way, every day. But how do you think -- what qualities do you think you have that maybe you -- people -- other people your age, who were born here, for example, don’t have, or --",[inaudible]
356,"It’s a big, big subject, but -- USHMM Archives RG-50.549.02*0071 »”",I-I don’t --
357,Do you --,"lam mys -- I don’t know, I’m myself."
358,You don’t know. You are who you are.,"I am that -- Iam myself, and I’m a very happy person. And I’m very positive."
359,Yes.,Extremely.
360,"And tolerant, I think.","Someti -- sometimes I coat -- when it -- sometimes I can be a little bit negative, and I said, “Uh-uh, remember. Do you remember?” You know what I’m talking about."
361,"No, I don’t exactly.","Okay. You know, remember we went through hell. We were in hell for so many years. So when something goes wrong, goes the other way, I say, oh, it’s going to be okay. I’m stronger than that. Remember what’s happened."
362,So you say --,And I’m extremely tolerant. Extremely.
363,And it’s something you’re aware of.,"Very aware of. To everybody. And it -- it -- do -- sometimes they come -- ga -- get -- with very intelligent peoples, I know a lot. And I don’t know, I li -- I’m not embarrass, I ask. I don’t know, could you explain to me? And people are very nice to explaining to you things like that. It’s true. Contact reference@ushmm.org for further information about tis collection USHMM Archives RG-50.549.02*0071 ””"
364,"You mean about anything, or about the -- are you talking about history?","About -- when they talk about something, and I really don’t know, I am not embarrassed to say I don’t know, please explain to me. And people -- some people say, ha, ha, ha. Doesn’t matter to me. You go to college to get -- to -- how to get -- to get knowledge, yes? So if I don’t know, I ask somebody who knows."
365,"Right. Have you -- do you feel the need to read books, and study things about World War two, and --","I read the books, I read the books. I don’t want to read anything about World War two."
366,No.,"I heard the -- I heard the last book my daughter got me was the great generation. I was reading, and I got very upset. It’s a beautiful book, beautiful, but I saw those things with mine own eyes, why should I read again, you know? I -- I -- I live through it. We were speaking in -- in -- in sch -- 1n -- oh, it’s not the way -- not far away from Richmond, it’s a college. Oh God. When you got a city of rich -- where is it? Not -- not here in Richmond. I have to ask mine husband, I don’t know where it was. And people were speaking, I was just telling them the way I feel so very happy, what I told them. When I was speaking with --"
367,What did you tell them?,"I was speaking with young -- with young ladies who gonna be movie stars, who going to dramatic school, and I said, “Boy, I want to go to school,” to dra -- I want to go to dramatic school very badly when I began here, but couldn’t do it. And now it’s too late. USHMM Archives RG-50.549.02*0071 °!"
368,Maybe --,"Oh su -- listen, you know how old I am?"
369,You could be in the movie -- I don’t -- it doesn’t matter.,"Oh, thank you."
370,But you’re so expressive. You could do that.,"Yes, I can do that."
371,Yeah.,"Like my son send me a card [indecipherable] to become a movie star, you got me. Something like that, it was so cute."
372,"Yeah. But when you talk to young people, do you like to do that, or --","Ah, sometimes so --"
373,-- does it upset you?,"Yes, depends -- I can’t -- I don’t talk too much, I let them talk. They -- I ask a question, later I said finish with him please. As I say that, you know, because they ask me about -- they ask me so many questions. Like I told you, some things, I cannot go -- it doesn’t want to go through my mouth. Even now. Even now."
374,"Yeah. What about your grandchildren, your -- you have a grandson.",I have two granddaughters.
375,Two.,"In Washington, and one is going to college, to s -- Stanford?"
376,Right. USHMM Archives RG-50.549.02*0071 °,"Yes, this is her second years. She’s a very bright child. And the other one, si -- si -- in two years. No, next year, I think. She’s graduate next year. And next year. She -- she wants to come to University of Richmond, so I’m going to have her nece -- near me."
377,Nice.,Yes.
378,That’ ll be great.,"Yeah, that’s going to be wonderful."
379,What’s her name?,Ariela.
380,Ariela.,Ariela.
381,Beautiful name.,"In the old days, Thalia."
382,Uh-huh. Do they know about what you went through?,Yes.
383,"Did you tell them, or --",No.
384,"No. Will they ask you, do you think?","No, but they know. They are very s -- intelligent children."
385,Yeah. USHMM Archives RG-50.549.02*0071 °°,"Maybe the father to -- maybe Joe told them, [indecipherable] went to the Holocaust Museum, and I -- mine granddaughter wrote me a beautiful things, I just don’t know where I put it. I’m sorry I didn’t prepare f-for it."
386,Sh --,That I’m her hero.
387,Oh.,She’s so sweet.
388,So she wrote you a letter after she went through the museum?,"Yes, fo-for school, for -- for school -- to this -- to school she wrote it, and she send me a copy, which I appreciated."
389,"Yeah, yeah.",Mm-hm.
390,What else? What do you want to -- I’ve asked you so many --,Ask me whatever you want to.
391,"I’ve asked you so many questions, I’m -- I want to know what -- what you -- what you would like people to know about you, or what you experienced, and -- you know, people could listen to this tape 50 years from now, or a hundred years from now.","I really don’t know what to tell you. Just be good, be kind. Listen to people. Don’t be condescending. Doesn’t matter if somebody did something, just listen, and try to be helpful. Cause everybody has a story. I have many."
392,You have said to me many times how -- how happy you are to be here in America. USHMM Archives RG-50.549.02*0071 “4,"Mm, very happy."
393,How many opportunities you’ve had as a result of coming here.,Yes.
394,"And -- but there must also be some things about this country, direct things happening here that are -- don’t make you happy, I’m guessing. We all have criticisms.","I don’t criticize, that’s true, I don’t. But some things I don’t care for, but a ki -- th -- they changing."
395,Like what?,"But I ask -- I -- I couldn’t say things like that. I know it’s a lot of help, even for the children to go to camp, to help them in school, which I appreciate those things, because this 1s a very -- extremely important. And for the older people. We have to look up to the older people, doesn’t matter to whom. Which is true, isn’t it?"
396,"Mm-hm, mm-hm. Have more respect.","Have more res -- have a lot of respect. Doesn’t matter who it is. And with kindness we can do a lot, a lot good. I couldn’t criticize, I -- I [indecipherable]. I even didn’t think of it. Maybe some people would, I -- I -- I really -- you have to go to work, you lucky. I am lucky that I can do many things. I mean it. And -- and that’s -- something I can, I sit, and I can do it, I can. But many things maybe it’s -- people criticize. I just don’t know what to tell you, I --"
397,"It’s not in you nature, I think. USHMM Archives RG-50.549.02*0071 °°","It’s not in my nature. I never criticize my children, never. I criticize myself, but not the children. When something happen, I said look at me. I cannot do this, and I cannot -- but you c -- you shouldn’t. You should tell them in a nice way, maybe, but not criticize."
398,"Mm-hm, help them.","Sure, it’s how you help. Maybe I remember this from the time I was little, I don’t know."
399,Your parents must have been that way.,"I was always told that I can do everything, and that I am special. And mine kids are special to me, every one. If they do something wrong, I just tell them in a nice way, you know, you have to change -- change something. But no c -- I think -- I don’t like to criticize anybody, and I don’t like to blame anybody for nothing either."
400,Mm-hm. Do you and your husband -- you’ve been married quite a long time now --,Just a few years.
401,"Yeah, just a few. You have a very close relationship.",Yes.
402,That’s --,"Very close. This 1s my life. It’s like I told you, he’s more than a husband."
403,Yeah. You were very young when you first met him.,"Yes, mine professor, too."
404,Your professor.,"Yes, taught me everything. USHMM Archives RG-50.549.02*0071 °°"
405,"Was there a time when you first met him, or maybe some years later, when you both told each other everything that happened? Do you know everything --",Well --
406,"-- that happened to him, and does he know everything that happened --","Yes, yes."
407,Yes.,Yes
408,You did?,But we don’t talk about it.
