num,question,answer
160,So — so it was you and your brother and your mother.,"And — and my mother, right, right. And my mother was interrogated there for three days, who she was, why doesn’t she want to speak German. She says, I don’t speak German. But you were born in Germany, you had to learn German when you were in the seminary. She says, but I don’t speak German. She spoke — she actually spoke very poorly. She was very surprised that — as much as I could retain. And then after I became well, so I could — when I spoke, she opened her eyes, she says, Jola(ph), you speak German? Where did you learn this?"
161,Where did you learn it?,"I said, I spoke it all the time, Grandma was reading in German. We had — you had to speak in German outside. Well —"
162,So Grandma —,— my grandparents spoke German. What do you do?
163,So your grandmother read to you from the Grimms?’ fairy tales in both languages?,Yes.
164,"In Polish and in German. Interview with Jolanta Pawlikowski » January 21, 2015","She ti — yes, she wou — she would read it and translate it. Actually, when I finally got hold of — when I was already eight years old, and I knew the grammar of German — but speaking is one thing —"
165,Right.,"— but knowing the grammar. And I said, I remember this, I remember this, I remem — oh. So she wasn’t reading in Polish, she was reading in German. But she knew it so —"
166,Well.,"— well, that she could retell the story in the oth — 1n our language."
167,"Okay. All right, so the Gestapo was interrogating your mother and keeping her for three days, and is angry with her because she refuses to a have any connection to anything German.",Mm-hm. That was in the transit camp.
168,In Poznan.,"Ou-Outside of Poznan, yes."
169,What happened then?,"We were there til October 10"". We lived in barracks, like you would see barracks in Auschwitz, or wherever German camps were. And since she was an educated person, they must have known that she knows some German. But she 40 Interview with Jolanta Pawlikowski January 21, 2015 had — in Poznan my parents had a friend who was of German extraction. He was born in Poznan, but his parents came to Poland, or one of them did —"
170,Volksdeutsche.,"No, they were Germans."
171,They were Germans.,"They were Germans, but they became Polish citizens, because you could become a Polish citizen after you — well, that was the — you know, the — the second [indecipherable] that gave them the right. But his father was taken to a camp. He was — they never saw him when he was taken. He had a — like a cleaning outfit, but a large so — practically whole — all of Poznan knew who — who he was. And — but the son was a teacher, they had a daughter who was taken in as a— how — how do you say, as a— so they wouldn’t feel the persecution being Germans, she had to work in Berlin. A hostage, okay, like a hostage. She was allowed to come and visit her parents during certain holidays, and that was it. And she — her name was Dora and she would always come and visit my mother, or my mother would go — take the train and go to Poznan. And visit her."
172,This is before she di — before she’s —,"Before — be — be — be — before we were taken out. Interview with Jolanta Pawlikowski "" January 21, 2015"
173,"Okay. And when you say cleaning business, is that like a dry cleaning business?","Yes, yes, dry cleaning."
174,"I see. Okay. And so, how does his life — how does — how does he intersect with your mother?","Because he was not well enough to be 1n the army, in the German army, because they were taken. He knew several languages. He knew French, he knew Polish, he knew German and maybe he knew English, that I don’t know. But he was a translator. And when my mother would be — would be called in t — for interrogation, he somehow, as she was passing by, he would tell her, ask for an interpreter. And that’s it. Because my mother told me this."
175,Okay.,"Because I would always ask her, I said, Mother, I can’t take it any more. I don’t know, he is — my brother 1s sick, he is hungry. Di — we had nothing to eat. Now, what — what do I do? Don’t worry, Vouyek(ph), Janek(ph), Uncle John will come, and bring something. Because people from the outside could bring something, leave it at the —"
176,"Gate. Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski "" January 21, 2015","— gate, and — my mother sometimes received it, sometimes she didn’t get it, what he brought in. It was food, but one time I remember, and this is stuck in my mind, the Germans had a lot of dogs. And you know the gates, or — or the — 1t was barricaded, but it was iron barricade. The dogs would —"
177,Crawl underneath.,"— crawl underneath and make — and Uncle John called once. I saw him walking around, and my mother said, go with Anjay(ph), and take a walk. Because we had to walk, you know, in order for — for hygienic reasons. And she said, when he tells you to stop, and not look, turn around, and then he will disappear, you see what 1s there. Once he rolled in an orange. Who could get an orange? He must have gotten it from somebody, okay’? And I don’t know what I did. My brother was playing ball, and the ball came to the — to the railing. And I think right there, I put my skir — that I remember, I put my skirt on top, and just did oh, Andrew, here is the ball. Meanwhile, while I was giving him the ball, the other hand took the orange, and I put it underneath, into my panties. And I came back, and of course, I walking like this. And an — and he said [speaks Polish] my stomach is hurting me. And my mother said, what are we going to do now? I said, can’t we eat this? But she said, you're going to get all sick. But we ate it anyway, at night when everybody was b Interview with Jolanta Pawlikowski January 21, 2015 sleeping, or so-called sleeping. Because you know, we — we slept, there were one, two, three —"
178,Communal.,"— yes. Four beds in a line, and you never knew who was what, bunkers, or something like that. But we stayed there four months. When the Red Army started — entered Auschwitz, all the German camps began to close. That — you can verify this —"
179,"Yes, sure.","— 1n — 1-in — in — 1-1n books, or 1n — 1n reports."
180,Yeah.,"They started closing. When the opened Auschwitz, that was it. That’s why on the 10"" of October, instead of standing every day from eight o’clock til one o’clock in the center of the — of the —"
181,A-Appellplatz?,Yes.
182,Mm-hm.,"We had to stay there and wait, and if your number was called, that means you would go to your barrack, and somebody would be there, give you whatever. You had to go, take off your clothes. They would take you to a — as my mother called 4 Interview with Jolanta Pawlikowski January 21, 2015 it, the washing machine. To a barrack where they were — we would — could take a shower. But my mother never allowed us to go alone. We were there only twice. Once when we came in and four months later. And on that day, in the morning, we were told to take our belongings and give all of ours clothing to be put through some kind of a disinfection, and we’re going to go to the barrack where everybody —can you imagine? All — all right, this was good thing. It was not very cold, but my brother was shaking, and he says, oh, woda, woda. He wanted waters, he wanted so badly to get a shower, or — or a tub or something. And my mother said no, we are going to stand in the longest corner, in the darkest corner of the barrack where the — the water is coming out. And you are not going to look at water. You are going to face your — she held our faces to her belly, and she would turn around when the water was coming out, because the water nas — was not only water. There was chlorine coming out, because it smelled awful. You cou — people were"
183,Choking.,"— choking. And then it was hot water — I mean, there were people — I mean, this was decimation of people. We got out, thanks to our mother."
184,"So some didn’t make it out of there? 14 Interview with Jolanta Pawlikowski January 21, 2015","I[—I—my mother said, I don’t think that half, at least half didn’t make it. Because the older people were left, and were put away into incinerators, because they had incinerators there. Because when I went, 35 laters to Auschwitz in ’79, my husband wanted to see Auschwitz. I went there, and I walked in, and when I saw behind glass, piles of hair, shoes, teeth, I just felt sick. And I walked out, and I started to cry. And I said never, never, it’s — everything came back. I was six years old again. And I was —"
185,"Even though you weren’t in Auschwitz, even though this was in Poznan where this happened.",Yes. It —1t was in a transit camp.
186,Yeah.,"But this came back, because we had the same things."
187,"Yeah, yeah.","And the pieces of that hard, squared bread, which was something wa — that was more than sawdust. But, you know, th-this — this I — I will never forget."
188,You were such a child —,"And for many, many years, I would not touch dark bread, square dartch — dark bread. I could not take it. I would rather turn around instead of, you know, explain or make a face. No, no, it’s not good for me, and I wouldn’t. Now I have to eat, ‘5 Interview with Jolanta Pawlikowski January 21, 2015 because that’s part of my diet, but — and I got over it. But I will never go back to Auschwitz, never. Cause I don’t think I could face it."
189,I can’t imagine. I can’t imagine.,"I wa —I went to the holocaust museum last Saturday to see Karski exhibit, and I saw certain pictures and I just turned around and I said no, I — I cannot face it."
190,You mean the one in Skokie?,Yes.
191,Mm-hm.,"We were there several times. I went through the entire permanent exhibition of Auschwitz, Birkenau and — and Majdanek and others, pic — the pictures and — and artifacts that they had from those things. And I said no, I will not go there again. Not to that section. Bec —"
192,What happened after — I’m sorry —,Yes?
193,You wanted to say something?,"No, no."
194,"What happened after you left the room with your mother and the chlorophyll and the water, and everything like that. What did they — ‘ Interview with Jolanta Pawlikowski January 21, 2015","We were shoved — we were shoved through a corridor where there were racks, hot racks, where our clothes that we could — if 1t were ours, or not, you had to take whatever was there, and my mother knew which —"
195,Sizes?,"— this will — yes, this was fit you, this would fit Jandrek(ph), and you know, and so forth on. And we would put that clothes on, and we were — our bags were waiting already. I mean, what kind of bags. We had — I had the little valise like this, and another pair of shoes, which was outgrown already, because it was coming, you know, it was fall. And they put us on a train, on the last 100 wagon train from Poznan going —"
196,West.,"— west. And when we came to the border of Nordhorn in Germany, there was a stop — or, no, it was not Germany — yes, we were in Germany, because Nordhorn was Germany, and then it crossed to Holland. And we got — th-the entire train stopped, my mother told me, and I remember this — this barking at — and she says, take — help Jandrusz(ph), because he’s ill, so that he doesn’t wet his pants. Okay, we took, and she said, play dead dog."
197,"Really? ” Interview with Jolanta Pawlikowski January 21, 2015","[speaks Polish] And I know what that means, that means — there were many bushes on — there was a signal, and my mother told me, I apparently had scarlet fever at that time, so I had very high temperature. Because I don’t remember what happened, how I got, but eight days later I woke up in a beautiful white child bed in a hospital. And I looked around, and there was my brother laying in another bed, still in fever."
198,So the last memory — memory you have is la — re — at this train station —,Yes th — in the bushes.
199,— where it stops —,Yes.
200,"— and your — you leave the train, and there’s some bushes —",Yes.
201,"— and your mother says, play dead dog.","Yes. Play dead dog. And I don’t know where she went. I — I cannot see her. I only remember that my — not privilege, but my — I had to take care —"
202,Your duty.,"My duty was to my brother, to take care of him."
203,"Okay. 18 Interview with Jolanta Pawlikowski January 21, 2015","Izbisznik(ph) was not with me, so I — I was always looking, where’s the other one? Because I was so used to it that there were two —"
204,Two.,"— two with me. But no — and he was so weak, that he just fell, and that’s it. And only after two weeks, when I came really through, my mother told me that thank — I don’t know why I did this, but we are in a evangelical hospital, run by the evangelical nuns."
205,"In other words, the Lutherans.","Yes, but they were called — they were — this was a Swiss order."
206,Evangelische?,"Evangelische, yes, Lutheran, uh-huh, Evangelische schwester."
207,Mm-hm.,"They had navy blue garbs, white coifs with rows, and they all had beautiful, long hair. Some of them were very princely. There were baronesses, there was a — countesses, very wealthy women who did not want to marry this one or that one, would go to such an order."
208,And —,"But they were this — they ran a hospital, because the hospital was right like on a peninsula. Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski ~ January 21, 2015"
209,"Okay. Well, how did you get from the bushes near the train station, to that hospital?","My mother told me, when I came through —"
210,Yeah.,— and — and I will —
211,Woke up.,"Woke up, but when I could talk with her, she told me — I said, Mother, why am I — I never had a bed like this. Where — where are we? And she told me that in the evening a farmer was coming with hay and some turnips and — and potatoes. And she found her German language and ask him — he — she said, he spoke Plattdeutsch. He spoke, you know —"
212,Low German.,"— low — low German, but he understood what she wanted. And she pointed to the two children laying there, and he told her he’s going to take her — us, to the hospital. And he took us there, my mother said it was two or three kilometers from that place, there was the hospital."
213,"My question is also, why did — how did the guards not see you? Where did the rest of the people go? Interview with Jolanta Pawlikowski "" January 21, 2015","Timing. They had to — it had to be anybody who was sick, they would throw them out anyway, on one side or the other side of the train. On the same train was my mother — grandmo — godmother, with her two sons."
214,Yeah.,Who in Russolt(ph) had a hor — she was — she had many Arabian horses. She was training them —
215,She had a horse farm.,"Yes, she had a horse farm. And she was taken, her husband was taken, he was — he disappeared, I think he just was taken to a concentration camp, period. And they were very — they were quite wealthy, because they had a big estate, and all that stuff."
216,"To have a horse farm, you have to be —","Yes, and they — and they ha — and she and those two boys were on that train from some — probably from Poznan because that train was coming from Poznan stood from the ci — center of the city. Stopped there what — where the camp was, the transit camp, and we didn’t know this until later on, when m-my mother found out, because she wrote — right under, or before, or when they hit the border, there was a—a mine exploded, and many of the carts were turned over, people were <1 Interview with Jolanta Pawlikowski January 21, 2015 killed. One of the boys died. Now, I don’t know if the older boys died — died, or the younger one, cause I never found out."
217,So this was by the Dutch border.,"Yes, by the Dutch border, right."
218,"Okay. And then the rest of the people, who were still prisoners, were taken someplace, is that correct?","Yes, yes."
219,Were taken someplace.,"Yes, they were taken to labor camps."
220,And you — and your mother kind of got you off of the train?,"Right, right."
221,And — 1-in a moment when nobody was looking? Is this —,"Everybody. Everybody was coming out, you see."
222,"Oh, I see.",Everybody was supposed to come out. This was yo-your — your last chance.
223,"Your last stop, or your last chance?","Well, our last chance before we go to the freedom. This is what we — my mother said later on, when we were talking about it. Sure, because the Germans were taking us out of the bombardment — bombardments and — , Interview with Jolanta Pawlikowski January 21, 2015"
224,Into labor camps.,"Yes. Yes, either to work on farms, or 1n factories, or wherever."
225,An-And she knew your — your — you two were sick?,"Yes, because she worked in the sanitary barrack —"
226,Okay.,"— where they used — where — where they were disposing ointments, aspirin, and — and so forth on."
227,Okay.,Medications of some kind.
228,So it was a split moment.,Yes.
229,It was a split second sort of —,"Yes, yes."
230,— how can we hide from this crowd of people.,"Yes, yes."
231,"Okay, now I get it. So you — now you wake up in the ca — in the hospital, and it’s a nice bed, and it’s warm and it — and did that mean freedom, real freedom?",I don’t — I didn’t know. I didn’t know where I was.
232,"Well, after she told you these things. Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski ~ January 21, 2015","Well, she told me this many days later, because apparently, she said, I was so — I had such a fever that I was incommunicative for the eight days."
233,Okay.,"That I just lay there and she said they were putting me in — 1n cold tubs or something to, you know —"
234,Cool you down.,"— to cool — to cool me down. And then they found out — I found out that I wanted to talk to my mother and I could not because I was stuck, I had — they didn’t know what it was. Apparently it was lockjaw. And then, after lockjaw, I got another measles, germ — the German measles, so I was locked up for another six months in a dark room. I could understand everything, but I could not communicate. I could show, I could write, but I could not speak."
235,[inaudible],"And the doctor, who was — he was a Dutchman, Dr. Becker, who helped my mother — my mother worked 1n that hospital in a — a sewing room where they were repairing the bedsheets and sewing other necessary things and cleaning and ironing and so forth on. But she did not live in the hospital. She lived in a place that I found out only after Christmas, she lived under the stable. I said, what is under the stable? They had — the nuns had built a refuge for people who were <4 Interview with Jolanta Pawlikowski January 21, 2015 running away, for soldiers, officers, people — Belgians, Yugoslavs, you name it. And there were over 200 beds underneath the stable built."
236,Oh my goodness.,"Nobody knew, and nobody discovered, even though, besides the nuns, the Evangelische schwester, there were 30 brown schwester. Those were Hitlerjugend nurses. Not in white and blue stripes, but white and brown stripes. That’s why they were called the brown schwesters. And when the nuns ate, my brother and I, we ate with them, because one of the nuns, Sister Marta, decided that we were her nieces, and that we were in the hospital. My brother didn’t speak German, he didn’t even want to speak, period. He only talked to me — to my ear, when he wanted. But they took us, when we finished eating, they — the nuns left, and then the other sisters, the brown schwesters, the nurses came, and they sat in a different part of the — of the — what the ta — their tables was 1n a different —"
237,In the dining room.,"—room in the dining room, right. And they had different dishes, because this was all provided by the —"
238,"Hitlerjugend organization, mm-hm.","Mm-hm. We stayed there til Palm Sunday. On Palm Sunday, I couldn’t stand it, it was so loud. All the bells all of a sudden started to ring. I said, Mama, what is - Interview with Jolanta Pawlikowski January 21, 2015 going on? The Canadian Mountain Police regiment came first. The Canadian — the Canadians came in and — because Holland was already free."
239,Yeah.,"They marched, and all the bells in Nordhorn started to ring and then in — then the next and the next. And when my mother found this out, she went to Dr. Becker and she said, this is the end. She said, it’s not signed yet, but the war is over, because I received it from Munich, from the Americans, that the end — it’s the end of the war."
240,On that Palm Sunday?,"Yes, on that Palm Sunday. We were — I think we were the first ones to know about it, because it came from Holland. They just came across the bridge and went — came into Nordhorn, and that’s it."
241,"It’s in the — I —I’d have to look back on the calendar to find out when Palm Sunday was that year, whether it was early April, or later April, or —","You know, that I don’t know. My mother s — my mother said, I think it was in the middle of ’45 of April."
242,Okay.,"Yes, ’45."
243,"So another three or four weeks and then it’s done. 5 Interview with Jolanta Pawlikowski January 21, 2015",Yes. That’s right.
244,And —,"And she found out a month — I think it took us another month, my mother found out that the General Machuk(ph) Cross, who was with the British Army, the — the division — artillery division was coming through from Belgium through Holland and into Germany and then crossing over. They — they stopped and — in Lingen, which was, I think, not far away from Nordhorn, and there a—a-—a camp that was a concentration camp for Russians, Yugoslavs, Ukrainians, Serbs and [indecipherable]"
245,Slavs.,"All kinds of Slavs, because he was not only decimate only the Jews, but all the Slavs too —"
246,Yeah.,"— because they were — somehow they were together in — into — in this war. And my mother found out that there’s an organization from United Refugee association or organization, UNRRA."
247,"Oh yeah, UNRRA, mm-hm.","UNRRA. That they were trying to organize that camp for the other people that were on the German soil. Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski January 21, 2015"
248,"So refugees, for — for refugees.","Yes, the refugees, yes. The deported people, right, DPs, as we were called."
249,"Yeah, DP, displaced persons.","Yes. We were really — well, we were displaced, but we were not displaced, we were — we were just transported. As an Australian 35 years later in America told me, he says, don’t you ever call yourself a DP. You are a delayed pilgrim. When somebody called oh, you must be — not long ago somebody had some kind of an interview of people, and somebody says, oh, she’s a newcomer. | said oh yes, thir — 65 years ago I came to this country. I’m only a delayed pilgrim. He said, and what is that? He took off the — the macro — microphone. I said, a delayed pilgrim means the pilgrim who came later than the first pilgrims. Like 500 years ago, 400 years ago later. But it was, you know, that was something —"
250,Amazing.,"And then we stayed in the camp. My mother [indecipherable] the do — the doctor found a transport for us that we were taken to the camp. It was awful. It was awful. Dead bodies, children slaughtered. I mean, it was awful. I couldn’t — I just couldn’t. I just took my brother and I sat under a tree and I said — and I just started crying, and that’s it. I said, I don’t want to be here, I want to go back to the Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski * January 21, 2015 hospital. But of course, you know the army came in, cleared, and there were people who knew how to organize things, who had the —"
251,"So that meant the — these were the last prisoners who didn’t make it, who were killed in that camp?","Right, right."
252,And they even had children in there?,Yes. Oh yes. And children found — went in barracks and places where it’s unspeakable to — to say it.
253,"And you, as a seven year old sees all this.","Yes, that — that — you know, I — that’s why, when somebody’s tell me, how was your childhood, I never had a childhood. And I don’t think I’m the only one. There were many children who never had a childhood."
254,Did that have effects later on in life?,"I think so. My uncle always called me — he said, you know, you are a martyr. I said, why? You’re always — you’re always looking for something to do, you’re always helping somebody, you always want to do this. Everything has to be cleaned, every — because I had the — oh, I couldn’t stand dirt, or anything that was crawling and moving, because I saw it under my skin, the bedbugs and — and the lice, and everything else. It was awful. Of course my hair was completely shaven <9 Interview with Jolanta Pawlikowski January 21, 2015 when I was in the hospital because it was falling off anyway. And — but somehow, you know, we survived, because my mother signed a paper in December of 1944 in the hospital. Dr. Beck — Becker asked her and told her that because this was a non-Nazi hospital, they had to accept all wounded majors, captains, generals, etcetera, etcetera, the higher officers of Germans were there. And they were the first ones to receive — that hospital was the first one to receive penicillin. And he said, and in order for her to speak, the only thing that I know that could help her is ultraviolet ray infiltration. So they —"
255,For you to speak.,"To — to — yes, to loosen up, to —"
256,The lockjaw.,"Yes, the lockjaw. And it worked apparently, because it took three — three months."
257,So what was the paper that she signed?,"She had to sign agreeing, because —"
258,Agreeing what?,"That she permits us to get penicillin, and get the ultraviolet rays. Because it was unknown if it’s going to cure —"
259,"Or not. Interview with Jolanta Pawlikowski "" January 21, 2015","— or not. My mother said, 1t’s a 50-50 chance. He says yes. You don’t know, and we don’t know, but can we try? And in the hospital we had a stamp here, and they eradicated."
260,Really?,"Yes, yes, we were stamped."
261,Did you have a number?,"I— we — that — I remember one zero something, and six four, and I don’t know whatever. It was a longer number, but I don’t remember. I — I just — when, many times I would get up and say, why this number comes back to me? And my mother said, because it was a number that was given to you. And because I had to remember it when I went to the — to the platz at eight o’clock in the morning, and waited there with my brother. It was rain or shine, we had to be there."
262,So this was daily?,Daily.
263,So while you were in the transit camp outside Poznan —,Yes.
264,"— there was this — this system, this order —","Yes. «1 Interview with Jolanta Pawlikowski January 21, 2015"
265,"Not order in the sense of things are in order, but this rule that the appell, the — the — the calling and the confirming of the numbers of prisoners — which is usually what it is, but I don’t know whether they counted you or not.","That I don’t know, but there were people who were taken out of the camp, put on a train to — outside to work someplace, to factories, to farms, for —"
266,During this time?,"During this time, yes, yes."
267,During this eight — six or — yes.,"Because — because when we would come back, we would see, oh this bunk 1s free, this one 1s all the things are taken out."
268,I see.,"And it’s being disinfected, so that means something — something has — I asked my mother once, and she said, because those people left already. And those that didn’t make it were put aside, and — toward the incineration, that’s it. Tha-That was the only way to tak — to get rid of the bodies. But you know, I don’t like to go back through — I do not think — that’s why I was very hesitant to — to — because it — I know I’m not going to sleep tonight."
269,"I’m so sorry. 2 Interview with Jolanta Pawlikowski January 21, 2015","But that’s — you know, somebody asked me once also, when I was in — in Washington, and I said, why shou — why do you want this information? Why do you want to interrogate me? This is not interrogation, we want to see what happened. Because you — your papers — you do — you don’t have certain papers, you don’t have this. I said, because I don’t have anything. If you want to, why don’t you write to Germany? Or find out?"
270,Did your daughter ever ask you about this stuff?,"I think she knows certain things because I said, ask Grandma. That means, ask my mother. I said, my mother will tell you certain things. But my mother was very — she w — she was not scrupulous, but she only said — only told her certain things and that’s it. In general, that’s it, because she says, I don’t want her sh — because my daughter 1s very sensitive. She knows that, you know, his mother lived to be 103, despite the fact that she — it was meant for her to live that long. But they were very, very close, as a— as a family. The only time that he was away, and not living with her, was the two years that he was in the United States Army."
271,That is your husband and his mother.,"Yes, yes. She lived here, with us. I actually married both of them, as I always said. Yes. And you know, it was — it was different. She, in her later life dwelled on it. It was part of her [indecipherable]. She wrote certain poems, are very, very Interview with Jolanta Pawlikowski "" January 21, 2015 strong, very beautiful, very formative. And I told him, I said, you know, I found certain papers, going through some of the things. He still doesn’t want to go and see them."
272,Of course.,"But, I said, you know, they’re very good poems. And he said well, you would know. Of course, I — I am not — I am not a literary major, but I— I was a —I recited poetry, not only of Polish, but of — in — in — in Italian, and in — in English, and — and I love poetry. And you know, certain poems, when I had to translate from French into English and then write about it, what it really meant."
273,Yeah.,"I would always get the best results on my — on — on my grading papers. And sometimes says, how do you know this? I said, well, I happened to go through certain things, which I can read between the lines. And she says yes, exactly, here it is. This is what the poet says. So, you know, it was something — I can feel when she was not indulging herself into the poem, but what was going on, the essence was — 1s there."
274,Yes. Of what your — your mother-in-law was writing.,"Yes, yes, and I think — he said, you know what? I think I’m going to look into it and we’re going to ask someone who does these things, edits, and to find out if — if , Interview with Jolanta Pawlikowski January 21, 2015 it wouldn’t be worthwhile to publish it, you know. Because I think it would be — this 1s something that she left behind her."
275,It’s a legacy. Its’ a legacy.,"Yes, it is. It 1s."
276,"I just can’t be —I—I’m still amazed. In all of the things that you are describing, they’re known, but they’re not known. They’re known because we know the history —",Yes.
277,— but we don’t know the individual’s history.,"Right, right."
278,"And I just keep going in — over in my mind, a five year old girl, a six year old girl, a seven year old girl. It’s still a baby. In my mind that’s still a baby.",I was not —
279,"I remember my own daughter, and she was — she 1s still my baby, but — but you know what I mean? It is a child who was still so innocent, and all that you were exposed to during that time.",I don’t know when I was a child.
280,"I’ve noticed. Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski » January 21, 2015",I don’t know. I always think I was a grown-up. They used to call me stara(ph) marinka(ph). That means —
281,And what does that mean? The old one?,"No, young but old."
282,"Yeah, a young girl —",Because —
283,"— maybe an old soul, as they say in English.","I don’t know. Because, you know, it’s something I — and really I cannot say that I played, or that I would love to do this. Yes, the only time that I could say that I played was with the lead soldiers during — you know, it used to be even — the whole world had it. And when my two cousins, and all the four cousins would get together, or all of us 11 got there on the floor, and we would [indecipherable] I said, look, there’s the enemy. Who’s the general? On which side? So they started quarreling; this one, this one, this one. And then finally Izbisznik(ph), my cousin would say, let her be the genel — the general, she’s a girl. She has nobody to quarrel with. So, you know, it’s — yes, that — that I think will stay with me, that — and my — and my uncle, you know, says [indecipherable] he said always, you are such a masochist. I said, why? He said, because if — you always — your hand always have to be busy, you’re doing this, you have to have this on, you have to «6 Interview with Jolanta Pawlikowski January 21, 2015 go this. You — you put your — you’re going shopping, but no, there’s a lady across, you have to go and take her over to the street. Why? I said, Uncle, because that’s what a Girl Scout does, doesn’t it? Besides, there were people who helped us when we were unable to do it ourselves, because that’s what Mother said. Sometimes people would take us by the hands and — or carry us even, because we were so weak. But, you know — and I do realize, a war 1s a war. A lot of things happen. But I—"
284,This is more than that.,— but I don’t want to — I —I really don’t want to go through it again.
285,"No, of course not.",Please. No.
286,"Your life — tell us a little bit about your life after your father comes back, and how does it become normal [indecipherable] yes.","Okay. When my father came back and a different — bo — being both teachers, they needed, they were organizing schools. My mother was a good organizer, and the man whom I called uncle, who became our adopted uncle, he became the director of — of this camp, and then it — we find out there was 15,000 people in it. But he knew how to —"
287,"Organize. 67 Interview with Jolanta Pawlikowski January 21, 2015","— organize it, yes. He was in AK so, you know, and he was fighting in Warsaw and all that stuff."
288,AK means Armia Kryova.,"Yeah, Armia ka — Armia Kryova, yes. So, you know, it was — it was something that people had, the energy, wanted to build, wanted to form something, wanted to — to get rid of this dust that was on — upon us. That we wanted to live like normal people. The first thing that was cleaned was one barrack that the mass of thanksgiving was going to be said. A chaplain came in, whom we befriended — my mother loved to write — to — to play Bridge, so every Saturday or Friday night, they would play Bridge, because it — this was something that would take them away. It was — it was something different. It was more intellectual than — than anything. And — and the teachers were needed, so my father, when he became better and better, he said look, somebody has to take care of this. So they said, you know, you used to be a te — a director of school here in this school, in this region and that region. Why don’t you take this? You can’t be doing too much of carrying, organizing, but you can organize school. You can organize the classes. You can ev-evaluate th-the students who are there. The first grade. I never went to first grade, because I was [Speaks Polish]"
289,"You were [indecipherable] okay. Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski "" January 21, 2015","So why should I go to first grade, second grade, because I would be bored. I would be telling a 20 year old what 1s a,b,c, the alphabet, because she didn’t know. She came from a eastern side of Poland, someplace from behind Bug. She heard that people went to school, but she had to work on the field. And — but now she was 20 years old, and she wants to know."
290,Yeah.,"It’s over, the war is over, I want to do something. I want to be a human being. So my father said, oh no, you stay home, and you teach your younger brother, and that’s it. And you read —"
291,"And how long — yeah, how long did you stay in this place?","In Lingen(ph) — in li — in Linden(ph), we stayed until ’46, and then another camp was being organized, we went to Ferzen(ph). Ferzen(ph) was a concentration camp for the Yugoslav."
292,And then it was changed?,"And it was changed, because we were — we were actually under the British occupation of — of that segment of Germany. The —"
293,Yeah.,— the —
294,"The British zone. «9 Interview with Jolanta Pawlikowski January 21, 2015",— th-the British zone.
295,Yeah.,"Yes. All the way up to Wiesbaden, that was also a part of it. Americans took everything below of — o-of — be — bevow — below — not Leipzig, the other one. Lubeka(ph). Lubeck(ph). [indecipherable] that was, and when the French gave up their occupation, the Americans took that zo — all of that part was — was under American occupation. And we were 1— on the northwestern part."
296,So you stayed there til °47?,"We stayed til — 1-in Ferzen(ph), and then we went six weeks here, three weeks there, and we were moved where he was needed to organize a school, and shipped to another place. The longest we stayed, in Braunschweig, which was almost in the middle."
297,Yeah.,"And closer to the Russian border. We were in Hildesheim, which was the last —"
298,You mean the East German border.,The East German border —
299,German border.,"— yes. We were in hel — in Hildesheim, which was right across the street were the — were the Russians. This was the close they — Contact reference@ushmm.org for further information about tis collection Interview with Jolanta Pawlikowski ° January 21, 2015"
300,"Okay, so you were really close to —",We — yes.
301,— where the border was.,"And then from there, we moved to — to Braunschweig, and we stayed in Braunschweig there."
302,"And you never di — and you — there was a decision you don’t go back to your hometown, you don’t go back to ko — KoScian.","My f-— grandfather — my father’s father wrote him a letter. He could not write what he wanted, but he said, there 1s a big body of water, and another world 1s waiting for you. He had his answer. He was packed in 1944, when we lived in Mappen(ph) rosa(ph), coming from — from Nordhorn, and he wanted to go back and rebuild Poland. And my mother said, I am not going. And he got the answer. He was ready to leave, and I think that changed his mind. He said, Jusef(ph) —"
303,His own father.,"Yes. God bless, and that’s — that’s all he wrote. Nothing was erased. Later on when we were already in Braunschweig, we received letters with —"
304,That were censored.,"That were censored, yes. And we knew. But we stayed in Braunschweig, and in Braunschweig in °48, at the NWCW. En-sa-voot-sa(ph). Ens — yes, NCWC, ; Interview with Jolanta Pawlikowski January 21, 2015 the National Catholic Welfare Conference was organized in America, and they were trying to receive people who would sponsor, as sponsors for the people that were displayed in — in Germany, and in other countries was — as I was told."
305,And that’s how you got to —,"But — but — and my parents signed three papers. One to England, one to Australia, Argentina, Brazil and America."
306,Five.,"And yugo — yes, five papers. And you had to go to the first one that received you. The first one came to America. And then came, I think Australia. And my mother said, I don’t want to see kangaroos, and I don’t — I don’t think I want to live there. And my father said, well, okay, so we were — we’re stuck with this. As — as an officer, he should have gone — he could have gone to England. But there were three children, because my youngest brother was born in ’46, in Mappen(ph). So we could not move, we could not go, because England had its own problems, and they would take single people, and the most people with one f — one child, yes. Married people yes, but with one child only."
