Question,Answer
Q: Okay.,"A: And of course we didn't understand, we were surrounded by little kids who areyammering away in a foreign language, and we didn't know what they -- the onlything that I understood is one kid said, you boxer. He goes like -- you boxer. Andthen a chorus of them, you boxer. And I looked at Harry, I said, what is he saying?I didn't understand. It was only later on that I found out that their hero was JackSharkey, a Lithuanian boxer in America who had won the heavyweight champion,and had become wealthy. The dream of wealth was just the only dream anyone hadin those days. So -- but also -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.34Interview with Al JaffeeMay 21, 2016"
"Q: Do you know if these were -- do you know if these were Jewish kids, or these",A: These were Jewish kids.
Q: These were Jewish kids.,A: Yeah.
Q: Okay.,A: We -- we lived in the -- in the Jewish section --
Q: Of Zarasai.,"A: -- o-of Zarasai. Although, the area that we rented a house in was not Jewish."
"Q: Can we cut? [break] Okay, this is just to say that we cut the camera because",A: Okay.
"Q: Okay. So you lived in the -- in the Jewish section of Zarasai, and so you",A: That's correct.
Q: And how long did it take until that changed?,"A: Ic--Icouldn't be sh--1--I-TIcouldn't place a time as to how long it took me tointegrate with the li-- local language, but it -- for one thing, my cousin Daniel, whowas my age, grew up in a house with my Aunt Leifa(ph) and Uncle Moysai(ph),where they spoke French and English in addition to knowing Yiddish."
Q: That's pretty --,"A: They did -- they did not speak Yiddish among themselves. Of course they knewit because they had to speak it to certain clients and people like that. So I-- I couldhave conversations with Daniel, and he would translate what the kids are saying,and then I would question Daniel, and I would say, tell me again, what does thismean? And he would explain it to -- he was very bright, and he would explain it tome, and little by little I picked it up, and before long -- you know, kids can learnthings very quickly through experience rather than by rote. And just having the needto find out something, you learn the words, so you can do what you want to do. Ilearned Russian that way."
"Q: Well, that was one of my questions, is did they speak Russian as well, did they","A: Li-Lithuanian was not spoken within the family f-for whatever reason that Idon't know.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.36Interview with Al JaffeeMay 21, 2016"
Q: Did you hear it outside?,A: It -- not often.
Q: Okay.,"A: You heard it in the post office, and you heard it in the movie house. Of course,Lithuanians would come in. Th-The -- the land around the town was the Gentilearea, where the Polish landowners and Lithuanian landowners had farms andorchards and things like that. J-Just like my landlord, Karowlka(ph), he -- he andhis brother and sister were of Polish descent, but they had a very large orchard, anda bath house, and a -- an estate, really. And it was a beautiful place, they had cows,and provided us with milk."
Q: Was he the person you said was your father figure?,"A: Yeah, he became a f-- at least a big brother. He wasn't that much older, he waslike -- I remember when he went down for the test to be conscripted into theLithuanian army, so he was 21. But to -- to someone who was, at that time maybe10, 21 is --is --"
Q: An adult.,"A: Yeah. And he would take us s-spearfishing, regular fishing. He would -- he -- he-- once a month it was his assignment by my mother to take us to our littlebathhouse, which was a steam -- a sauna. And we had great times with him, he was The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.37Interview with Al JaffeeMay 21, 2016-- he was -- he really was like a big brother or a father. He taught us a lot, and wedidn't speak -- he di-- he could not speak a word of Yiddish, so even by the time Iwas fluent in Yiddish, I knew enough Russian. And Russian was the lingua francathere during tsarist times."
Q: Yes.,"A: So, whether you were Jewish, Polish or whatever, ye -- if you wanted to get byyou had to speak Russian. So I learned a lot of basic Russian, and I couldcommunicate with Karowlka(ph), with Anna and Ziegmund(ph) very, very easilyin Russian."
Q: How did they come -- how did they intersect with your life: Karowlka(ph) and,"A: I--my mother was looking to rent a place, and they had one big house whichthey lived in, and then they had a little cottage next -- nearby -- next door, that theyrented, and my mother rented it. And so we were on the same grounds, really."
Q: How did she pay for this?,A: Pardon?
Q: How did your mother pay for this?,"A: Pay for it?The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.38Interview with Al JaffeeMay 21, 2016"
Q: Yeah.,"A: Well, my father sent money regularly. As a matter of fact, she was constantlytelling us to write to our father that we are desperate for money, that we have nofood. And later my father told me, I was sending money -- he had postal receiptsthat he showed me, about that high. He was sending money all the time. But shewas also giving money away. She believed in the Talmudic, or Torah thing aboutTzedakah, which is giving to the poor. And whoever -- who-whoever she found outabout through the synagogue or people she knew, that so and so was desperately outof money and couldn't survive, she would give them a chunk of money. So I--Ididn't object to that really, except, you know, we all have the feeling of, your firstduty is at home."
Q: Yeah.,"A: But we survived, so it -- there were other people who were good to us. So --"
Q: Tell me a little bit about your wider family there. You mentioned that your,"A: He was loosely called an avokat(ph), which is an attorney."
Q: Okay.,"A: Now, I don't think that he had a formal lawyer's education. First of all, it was abig joke about getting into the gymnasium. You could only get into the gyna --gymnasium if you found a Gentile kid and got him in, then the two of you could getin. That was the rumor."
Q: And gymnasium is -- is -- is the high school?,"A: The high school, yeah."
Q: Okay.,A: So going to -- going to higher education was virtually impossible --
Q: For a Jew?,"A: -- for Jews, yeah. They -- well, you know, I was too young to know the details,and I would really love to know what the restrictions were. Maybe -- maybe theyjust couldn't pass the test, I don't know. But f-- from the information I was getting,if you're Jewish, you can't get into the gymnasia."
Q: Okay.,A: Okay. So we accepted that.
Q: Okay.,"A: And a lot of Jewish kids did not go to public schools, they went to cheders oryeshivas.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.40Interview with Al JaffeeMay 21, 2016"
Q: And what about you when you were there? Did you go to -- which kind of school,"A: My mother sent us to a cheder, which I hated and I stopped going to it, because Iwas not interested in the religious part of it. I mean, I must have gotten that frommy father, but my mother wanted us to -- so then she hired tutors, and I found thereligious part interesting, as long as it wasn't hammered into our heads."
"Q: In that cheder, can you describe to me what it was that you hated about it? What","A: Well, there was a lot of hitting, you know, rulers on the hands and there was a --a lot of disciplining, and since I didn't understand what the discipline was for, itwas frightening, and -- and I really did -- I hated going to school. But I enjoyedhaving the tutor because my mother hired a--a very bright young man who not onlywent through the Bible and made it -- made the Bible stories interesting, like Noah'sark and stuff like that, but he also dealt with science, and explained science andgeography. I remember him telling us -- and I used to be able to recite all theJapanese islands, because he -- he taught us all about China and Japan and India,and it was like going on a trip. It was -- that was very enjoyable. But that was one to The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.Interview with Al Jaffee ""May 21, 2016one and he wasn't threatening us and telling us if we don't behave we're going toget hit, you know."
Q: Yeah.,"A: So school was -- first of all, in school, you had a -- a lo -- a ~a lot of unruly kids.I like to believe I wasn't one of the unruly ones, but the -- the guy running the thingwas -- didn't care about distinctions, he just walked around with a stick or a ruler orsomething and it was very scary. I guess I -- I just didn't like the discipline of the --the religious discipline --"
"Q: Well, you hadn't been old enough to start school in the United States, had you?","A: I did go to --I1--I did go to something in school. I-- 1 ke -- I don't want to use theterm kindergarten. I started school in Savannah, I remember that. And I rememberbeing bullied by the older kids, and especially with my name, Abraham, which, if Ididn't get bullied by anti-Semites, then I got bullied by confederates, you know,because the name Abraham Lincoln was poison in Savannah. I mean, you gottaremember, it's almost a century ago."
"Q: So this is -- this is still living me -- in the 20s, with still living memory of the",A: Sure.
Q: Yeah.,"A: Sure. I mean wa -- the minute I would mention my name in polite company,people would look at me like -- with daggers."
Q: And your parents would have had no idea when they named you that it could,A: No.
Q: They're totally from a totally different tradition.,"A: Yes, the Bible."
Q: Yeah.,"A: Now th -- it happens that the southern people are very -- they're very Bibleconscious, and the -- the -- the Old Testament and the New Testament are, I thinkrevered by Christians everywhere."
Q: That's right.,"A: So that wasn't the problem, but the association they were making -- nobody wasnaming their child in the south, Abraham."
Q: Yeah.,"A: I mean, any more than after the American Revolution, I don't think anyone wascalling their kid King George.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.43Interview with Al JaffeeMay 21, 2016"
Q: Exactly. No Georges.,A: No Georges.
"Q: [indecipherable] we had George Washington, so --","A: No, George Washington was the revolutionary."
"Q: That's right, but we have a King George who was defeated, and we have a","A: Well, George Washington had his name while he was a subject of the king ofEngland."
Q: Absolutely.,A: Yeah.
Q: Absolutely.,A: He just didn't change his name after defeating King George.
Q: That's right.,A: So anyway --
Q: Right. So you experienced -- there's something I wanted to pick up on. Did you,"A: In Savannah, yes, to some minor degree.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.44Interview with Al JaffeeMay 21, 2016"
Q: How did that express itself?,"A: No, it --I can't say it was anti-Semitism. Maybe from the neighborhood that Ilived in. You know, people of similar interests tend to congregate. It -- people ofcolor, of course, were segregated by color. But very -- I--I--I remember when I mo-- came back from Lithuania and moved -- moved in -- my father and I shared a r --a room, and rented a room in the Bronx. And the building I lived in, I made friendswith a couple of Jewish kids, and they warned me not to go on certain streets, wherethe Italians lived, and on another street where the Irish lived. And it wasn't thatthere were -- they were -- none of these streets had a hundred percent Jews, ahundred percent Irish, a hundred percent Italian, but they were predominantly ofone ethnic or religious group. And if you -- if I walked to school on the wrongstreet, I'd be sure to get beaten up. I was chased, and I found out. So then, afterbeing chased, my friend Hilton said, never go on that street. They'll catch you,they"" ll -- they'll take your shoes, they'll take everything away from you. So I saidokay. It was just -- those conflicts go on and on. I mean, even in Ireland where theywere all Christian and they were killing each other, you know."
"Q: Well, what about -- what about Lithuania? Did you also have -- I want to make a","A: Yes. We s -- we stayed pretty much in the Jewish areas. Now, that's not to saythat there weren't some Gentiles living in Jewish areas, and some Jews living inGentile areas. There are people who find acceptance because they integrate andthey're not threatening, and they -- they just don't develop friendships, they don'teat at each other's houses and thing -- they don't have coffee klatches, but theyleave each other alone. They don't hit them --"
Q: Pick on each other.,"A: Yeah, they don't hit each other. So -- but I knew all the areas in -- in Zarasai thatwere -- that had Jewish homes mixed in with non-Jewish homes, and no one waslikely to attack me, because they knew that I would run to the Jewish home, andthen it would be a whole big hullaballoo between grownups."
Q: So it was a safer area.,"A: A safer area, yeah."
Q: Yeah.,"A: We -- you automatically -- but I didn't feel threatened anywhere. I -- Harry and Iwandered all over town, and into non-Jewish areas. And certainly no grownupwould ever do anything to a child in Lithuania, that I never even thought of it, butyou ought to watch out for the -- for kids your own age, because fighting was, youknow, what kids do -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.46Interview with Al JaffeeMay 21, 2016"
Q: Yeah.,"A: -- for any reason, you know, that they can think of. So --"
"Q: When -- when you came to Zarasai, what was, if there is one thing, or two Q: The strangest thing to me in Zarasai on my first experience was the lack of Q: Well, that sounds lovely --","A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.47Interview with Al JaffeeMay 21, 2016"
Q: -- you know? That's --,"A: We were constantly eating fruit of some kind or another. The currant busheswere hanging over fences everywhere. You could walk along and just with yourhand pull off big loads of yellow and red, what we called paretsky(ph)."
Q: Mm-hm. And -- and what about -- you said your grandfather was sort of like an,"A: He -- he interceded on behalf of Jewish people who needed to go to court abouts-some -- some matter. It -- it wasn't things like divorce, or -- or suing a storekeeper.What it was, I think, is these people received a notice that there was a-- some kindof violation. Either they left their horse out in the street, or who knows what? Andmy grandfather -- now, I never heard him speak Lithuanian, and I suspect that hereally couldn't speak Lithuanian because they really were refugees from Russia.But he did speak Russian fluently, and he might have learned enough Lithuanian toget by, for all I know, I just never heard him speak it. So he would -- a -- a Jewishperson who had received a notice that he has to come to the court, my grandfatherwould represent him. And as a large landowner in town, he -- he did, he ow -- heowned a -- a very big house on what would be in New York a sw -- an entire squareblock.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.48Interview with Al JaffeeMay 21, 2016"
Q: Wow.,"A: Yeah, it was a large property, filled with lumber that my unc -- UncleMoysai(ph) was dealing in, and -- and also poppy fields, and fruits and vegetablesgrowing there --"
Q: In town?,"A: Oh, it was a fantastic garden. Fantastic. And we used to go there all the time topick fruit and stuff. So he was a prominent landowner. How he got it, I have noidea."
Q: What was his name?,A: Haim Gordon.
Q: Gor -- so is that your mother's maiden name?,A: My mother's maiden name was Gordon.
"Q: So she was Mildred Gordon in English, but in -- in Yiddish it would have been",A: Michla(ph) Gordon.
Q: Michla(ph) Gordon.,A: Yeah.
Q: Michla(ph) Gordon.,"A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.49Interview with Al JaffeeMay 21, 2016"
"Q: And -- and his name wa -- again, his first name, your grandfather's?",A: Haim.
Q: Haim Gordon.,A: That's Hyman.
Q: Mm-hm.,A: Yeah.
Q: And can you paint a picture for me about what the house looked like that he,"A: My grandfather's house was a wooden house, but very, very elegant. It was notvery wide, but very, very long. When I say not very wide, it -- it -- I-- my guesswould be, let's see, it had bedrooms on each side, and then a long hallway. It mighthave been say 50 feet wide, but maybe a -- a 120 feet long, so --"
Q: That's large.,"A: It was very large, and made of wood, and it had many, many big rooms: musicroom, bedrooms on both sides, a huge kitchen and a huge dining room, where mygrandfather entertained local big shots, which is -- was where he got his power inthe courtroom, because he was -- now he must have spoken a language -- I'm sure hewas fluent in Russian, and probably all the big shots in Lithuania were fluent inRussian.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.50Interview with Al JaffeeMay 21, 2016"
"Q: Yes, they would have been.","A: Yeah, because it was a part of Russia --"
Q: Right. They would have --,"A: -- shor -- you know, I was there in the 1920s. Well, in 1914, it was Russia."
"Q: That's right, that's right.",A: So it's not that far back.
"Q: Sure. Educated people got their degrees, their higher education at Russian",A: They did.
Q: Yeah.,"A: I mean, there was no university in la -- in Zarasai."
Q: Yeah.,"A: And in Kovno there was a university, but who could travel from --"
Q: Zarasai --,A: -- Zarasai to -- there were no cars.
Q: Yeah.,A: So-
Q: How did you get from Kovno to Zarasai? So did you take a bus? Was there a,A: We took a bus.
"Q: Okay, so they did have bus routes at that point.",A: They did have a bus that came once in a while.
Q: Okay.,"A: Once in a while. I did have a fantastic experience wher -- all the kids did. It wasin the winter, and the Lithuanian air force -- I'm saying this slowly, so it should sinkin, we found out that the Lithuanian air force was going to land on the lake."
"Q: So it must have been winter, with -- it's frozen.",A: Pardon?
Q: The wi -- lake must have been frozen.,A: The lake would freeze. They pulled out six foot slabs of ice from the lake in thewintertime.
Q: Wow.,"A: They used to saw it, and then pull it out, and put it in a barn, and cover it withstraw, for it -- later in the --"
Q: Right.,"A: -- spring, you know, to preserve butter and stuff like that. Well, the air force,three airplanes came in and landed on the ice. And all the kids and half -- a lot of thegrownups, we all ran out on the ice. And there was some talk, what if the ice cracks, The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.52Interview with Al JaffeeMay 21, 2016you know, and we all go down into the lake. But it couldn't. Th -- I think the icefroze to six or eight feet."
"Q: That's how far north it was, huh?",A: Yeah.
Q: Mus -- then it was cold in the wintertime.,A: It had a nickname.
Q: What was that?,A: Lithuania is the Siberia of Lithuania -- Zarasai is the si --
Q: Siberia of Lithuania.,A: Siberia of Lithuania.
Q: Wow.,"A: Yeah, we used to kid about that, but it was a -- it was a lovely little town, andyou have to picture the town -- I-I-I'll draw a word picture."
Q: Sure.,"A: Here is a big lake. In the middle of the lake is a mountain. And you cut off thetop of the mountain, and you build a town on it."
Q: Oh my goodness.,"A: So, in the wintertime, any road going down to the lake became a sledding thing."
Q: Opportunity.,"A: Yeah. We would ride the sled down, out onto the ice, it would go out 500 feetout onto the ice after going down the hill. It was terrific. And everyone had a sled.So-"
"Q: You -- going back to your grandfather's house, it sounds like a very well-to-do","A: Yes, yes."
"Q: Now, to get a sense of, you know, the differences in modernity, did it have",A: No.
Q: Did it have indoor plumbing?,A: No.
Q: How was it heated?,A: I -- it was heated by fireplaces.
"Q: Coal, do you think, or by wood?",A: By wood.
"Q: By wood, okay.","A: I mean, my Uncle Moysai(ph) had 2,00 logs out in the -- in the big garden. No,they -- they had plenty of wood. I di--1---I don't remember seeing fires going in alot of fireplaces. I--I---TI slept there during the winter and y-you climbed under The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.54Interview with Al JaffeeMay 21, 2016quilts this thick, and it was cold. I mean, if you got out of bed it was freezing. Andyou didn't want to have to go outside to the outhouse. That's -- that was theplumbing."
"Q: So, during this time, you're -- you're still a little boy, even though you're the",A: Yeah.
"Q: You're still th -- you know, you're little. Did you miss your dad?","A: Oh sure, but you know, children are amazingly adaptable. They -- they can be putoff, you know. You may not be -- be able to put them off if you promised them anice cream cone. They'lI nag you for that ice cream cone forever. But if you tellthem, you'll see your father in six months -- you don't even know what six monthsare."
Q: Exactly.,"A: You know, so you say, all right, so Pll wait, so P'll wait. And -- but you nagged.Now, don't forget my father wrote to us all the time, and we looked forward tothose. He would write to us in a roll of funny papers that would be a roll like that."
Q: So he'd send you funny papers.,"A: Sent. We got a notice every month or so, to come to the post office and pick upthis roll of funny paper. And Harry and I would like on the floor reading these The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.55Interview with Al JaffeeMay 21, 2016things for hours on -- we maintained our English -- our abilities in English, I thinkby reading and rereading these funny papers over and over and over again. Andthen we would read them and translate them to our friends as well."
"Q: Well, that's so cool.",A: Yeah.
"Q: They get to see these, and -- did they have -- did they have anything like funny","A: Not -- not from Lithuania, but from Germany --"
Q: Okay.,"A: -- there was something Ziegmund(ph) and Ignatz or something like that, youknow. Little -- little mischievous kids who were playing tricks on older people, andstuff. And we used to laugh hilariously at those. But they were hard to get. Onlyonce in a while someone who traveled came back and brought papers with them,and we were dropped off at my grandfather's house, and then my cousin Danielwould bring it to us, and they were s -- they were very cosmopolitan so --"
"Q: Well, it sounds that way, with that many languages in the home --","A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.56Interview with Al JaffeeMay 21, 2016"
"Q: That speaks of not -- it could be a remote area, it could be the Siberi -- Zarasai","A: Yes. Daniel, we never spoke Yiddish with him, only English. But his parentsspoke English to him, as well as French."
Q: And so where would they have gotten those?,"A: I cannot figure it out, they -- they must have been eager beavers. Or you couldchalk it up to upwardly mobile, you know, pretentious. Snobs, even, you know. Imean, let's face it, if you learn a language -- if you learn Chinese and you live in acountry there's not a single Chinese person, then it's out of curiosity more thananything else, but the -- English and -- and French were considered very high class.And just being able to flaunt it was --"
"Q: What about German in the 1920s? Because for so many people, Jews and non-","A: Yes. And we saw many, many German language films in my UncleMoysai's(ph) theater, and --"
"Q: This is in Zarasai, or in Kovno?","A: In Zarasai, and in Kovno as well."
"Q: So there was a -- so there was a theater in -- in Zarasai, there was a cinema there.","A: He had the Bongo there, and then he opened another one in Kovno."
Q: So he owned a cinema?,A: He owned two -- two mo-movie theaters.
"Q: Well, that's a good uncle to talk up, my goodness.","A: Yeah -- no, Moysai(ph) was -- oh, he was such a spectacular guy. He evensurvived the war, and he survived his wife, survived his son, and wound up with afamily in Israel. He -- he -- he was doer."
"Q: Moysai(ph) Gordon was his name, or --",A: He took the name Gordon.
"Q: Mm-hm, because of his wife, yeah [indecipherable]","A: Because of his wife, yeah, I don't know what his real name was."
Q: Who was your mother's sister. Okay.,"A: Btu he was like adopted by my grandfather, I guess, and lived with mygrandfather. But Moysai(ph) was a go-getter. I mean, he was a very big, tall,handsome guy. I mean, I used to look up to him. And -- but when the German films,when he showed the German films, I could understand everything because ofYiddish. It's close enough, and it's especially when they -- they're just usingcommon everyday things like [speaks German]"
Q: Yeah.,"A: [German] you know. It's easy enough to understand. If s -- if someone recently-- in recent times asked me if I had any interest in the Jewish newspaper in NewYork, and I said --"
Q: You mean [indecipherable],"A: ""The Forwards."" | said, I can read it, but I said, you gotta remember that myYiddish speaking was up to the age of 12, I-- so I don't have an intellectualconnection to Yiddish, I just know basic Yiddish. And if you start going intocomplicated philosophical stuff, I don't know what it -- what it's about. But themovies, everything was, are you going out, are you coming in, are you -- you know"
"Q: Do you love me, do you not?","A: Do you love me? Are you going to eat? You know, so that I could understandcause it's the same."
"Q: So Zarasai itself, it had a movie theater, I didn't know, in the 20s.",A: It had --
Q: You say it had a movie theater?,A: And it was named The Bongo.
Q: The Bongo.,"A: Yeah.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.59Interview with Al JaffeeMay 21, 2016"
"Q: And did it have any kind of like, department store, or general store? What did the","A: Since I didn't have any money, and shopping was also somewhat of anathema,I'm not aware of store -- everything was made to order. All my shoes were made toorder, all my shirts, my coat. When winter was approaching, my mother started toschlepp us to the --"
Q: Tailor's.,"A: -- to the tailor's, to the bootmakers, to the -- you know, to the -- stockings. I hadto go to a place to have stockings made. So --"
Q: What about bakeries? Were there bagels?,"A: There were places where you could buy bagels. There were also ladies whowalked down the street with strings of bagels, shouting [speaks Russian] That's inRussian. There were bakeries, yeah, you could -- you could buy bread. I know wedidn't bake anything. And we scratched for food."
Q: Were you hungry?,"A: I was hungry a lot, yeah. My mother didn't pay much attention to supplyingfood. That's one of the things where she fell down. And we'd be waiting andstarving and she'd -- finally she would come home and we figure, maybe there'ssomething to eat. And you never knew what it would be. Sometimes it would be -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.60Interview with Al JaffeeMay 21, 2016once it was a big bag of grapes. Somebody brought it in from somewhere. But on --another time -- and I hated this -- she brought like a pound of butter, and a pound ofwhite cheese, and mashed it all together, and -- and we ate that with bread, and itwas not fulfilling."
"Q: Was that a change from how she had been in Savannah, if in Savannah she was","A: Oh, all of this was kosher."
Q: Still kosher.,A: Yeah.
Q: But sh -- it sounds like you never went hungry in Savannah.,"A: I don't know, I wa -- in Savannah you c -- it's important to remember that I wasnot yet six."
Q: I know. I'm asking such unfair questions.,"A: No, no, it's --"
"Q: If someone asked me, what were you doing at five years old, and I-- you know,","A: Yeah, I--"
Q: --I couldn't do it.,"A:--TIT honestly don't remember what food was about. The thing we looked forwardto in Zarasai was something called cholent. Cholent is a big iron pot, about the s --bigger than a basketball -- about the size of a ba-basketball. A s-s-solid iron pot.And all kinds of stuff went into it: sliced carrots, peas, chicken, potato, even onion.And [indecipherable] water, and it was just a huge stew in there. Must have beenfive pounds worth of food in there, and I had to carry it to a communal oven, Fridaybefore sundown. And it would be shoved into a communal oven. And then Saturdaynight, after sundown, I would go pick it up and carry it for five kilometers. Oh God,what a chore this was. I'm not yet 12 years old, I'm a-- maybe 10 or 11. And a -- it-- well, we built a wagon, Harry and I, and we used to pull it. Someone gave usbroken parts of yo-yos. They were making yo-yos in a mill, a wooden mill."
Q: Really?,"A: Yeah. And they would break apart, and they wouldn't bother putting it together,so they gave it -- we had a friend there, and he gave me a bag full of --"
Q: Yo-yos.,"A: -- y-yo-yo discs. We made wagons out of it and all kinds of toys out of it, and Ithink one of them was a wagon that we could pull --"
"Q: The cholent -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.","A: -- with this heavy thing in it. Now, I gotta tell you that when that came home, itwas still piping hot, because it's --"
Q: The iron kept the heat.,"A: --an iron pot, and -- and that stuff was boiling when we picked it up. And itcooled off enough to be able to eat it, and it was delicious. That -- you know, it's agreat stew, I mean, potatoes and carrots and chicken and -- I think she put somehoney in it too, I -- but it was -- it was just delicious. And that's the best meal of theweek that we had. Otherwise it was a lot of herring. It re -- herring was easy to get.Is -- this comes in a barrel. So we'd each get a herring and a piece of bread. But it'snot a fulfilling diet."
Q: How -- how did your mother spend her days?,"A: Either with friends, or she was in the shul, I don't know which one she wasdoing. We --I--I'm--I'm sure she had a lot of friends, or she pref-- or took care ofsick old people. That was part of her charity work."
Q: But her kids na -- it sounds like you were kind of raising yourselves.,"A: We were raising ourselves, yes, we were. And then Karowlka(ph) and Annaand Ziegmund(ph), they would -- they would grab hold of me and Harry -- mymother very often took the younger ones with her."
Q: Okay.,"A: They'd grab hold of Harry and me and they'd bring me into their house,kitchen, big dining ta -- table, and they'd say, are you hungry? And we'd say yes.And Karowlka(ph) would say, well, we have some good food, but if you tell yourmother, you will never, ever be able to eat here again. So we s -- Harry and I wouldsay, we won't tell, we won't tell. And I think we even got pork chops. But we didn'tcare."
Q: Do you remember that kind of food? Was it very different from the food you,"A: Not the chicken, very -- chicken and fish, you know. You used to go out andspear fish. So you get a nice big pike, about that long, and that was delicious, youknow. Had a lot of little Y bones, but you learn to spit them out."
