Question,Answer
Q: How did you -- how did you get back to Poland? That's a long way away. What,A: It's --Isa--I have something tell you. In this train --
Q: Yeah.,"A: -- [indecipherable] in direction were riding so many women. So when they see aman, you are sure all right."
"Q: I see. So some ladies helped you get on the trains, take a ride.",A: Thelped them too.
Q: Okay. Do you want to tell me how?,"A: You can't even -- in your -- in your age, you have to know."
Q: Okay. Okay.,"A: So, what we are -- we are [indecipherable] my darling, let's go something, toother place.M: Did you want to tell -- how did you get out of the camp?"
Q: How did you get out of the camp?,A: They let you go. M: They let you go?
Q: How did you get out of the camp?,"A: Yeah [indecipherable] The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.41Interview with Joseph BachDecember 12, 2015M: How were you able to board a train?"
Q: Yeah.,"A: Boarded a --M: You got -- you traveled by train, right?"
Q: You traveled by train. How did you get from the camp to the train?,"A: You go and then go in the train, that's all. M: Well, you didn't need papers, or --"
Q: You traveled by train. How did you get from the camp to the train?,A: They don't had so much papers. They know it's the -- it's ending.
Q: Oh. Did you have to walk by foot from the camp to the train station?,"A: You went by foot, by this, by that. Whenever you can, you walk."
"Q: And were you alone when you left, or did everybody leave at the same time?","A: No, I was alone, all the time alone. I was never alone when any car is a woman [indecipherable] always -- women help me a lot. They give me food. M: Which cities did you travel through?"
"Q: And were you alone when you left, or did everybody leave at the same time?",A: Sure a lot of food.
Q: Which -- which cities did you travel through?,A: Did what?M: From --
"Q: From which -- The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview. Q: -- from -- yeah, from where the camp was to Poland. You said you went through","A: No, don't give the funny questions, what city? A girl [indecipherable] aboutcity, what city, whose train you go? This is not such a conventional stuff."
Q: I believe it. I believe it. Is there anything you'd want young children to know,A: No.
Q: Is there anything you'd want young adults to know about these times?,A: No.
"Q: No, huh?","A: No. You don't need it. You are having quite a life, you don't need this crazystuff, to know, to enjoy, to discuss, or look. You look normal life. This what youlook. Don't look for crazy stuff. You can get crazy. It's it -- it's not normal. So let'sforget about it."
"Q: Okay, Mr. Bach. I -- I agree with you. I agree with you.","A: And drink coffee, so --"
Q: And let's drink coffee and enjoy -- enjoy things.,"A: Who cares to know?The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.43Interview with Joseph BachDecember 12, 2015"
Q: Yeah.,"A: It was nothing pleasant, there was -- okay --"
Q: Thank you.,"A: -- we're here, everybody's happy [indecipherable] family. They're marrying,they're not marrying, they do what they want. Good luck. We old people, we arefalling back. By us it's only one question, when. When we will die. Nothing -- allother are funny question. [indecipherable] We -- we don't count."
"Q: Oh, you count.",A: No.
Q: But thank you for enjoying all of my questions.,A: Yeah.
"Q: The naive ones, and the dumb ones.","A: No, they're not naive, they're dumb -- less ex -- less experience it, you -- you --you are in a normal time."
Q: That's right.,A: You don't know what this crazy time.
"Q: No, no.","A: This is it.The following transcript is the result of a recorded interview. The recording is the primary source document, not this transcript. It has not been checked for spelling nor verified for accuracy. This document should not be quoted or used without first checking it against the interview.The interview is part of the United States Holocaust Memorial Museum's collection of oral testimonies. Information about access and usage rights can be found in the catalog record.44Interview with Joseph BachDecember 12, 2015"
Q: This is it. I appreciate that you've told me. I appreciate that you've shared it with,A: C'est la vie.
Q: Okay. This ends the United States Holocaust Memorial Museum interview,A: Where you put it?
"Q: It will be in our museum, and you will get a copy. And Matthew will get a copy.",A: Where -- where you put this stuff?
"Q: It's gonna be our archives, in our archives.","A: Archive, no, it mean nothing. Okay, good."
